,hotel_name,review,rating
34,European Hostel,Clean and nice place. Close to everything.,4/5
35,European Hostel,,4/5
36,European Hostel,"(Translated by Google) Excellent price-quality ratio. Quick check-in, clean room and comfortable bed. Excellent location. …",5/5
37,Manila Hotel,"It’s a bad experience. There are bugs, no toilet paper provided, they expect you to figure out everything on your own, we had no air conditioning, there’s no hot water; we had to take a shower in a cold water. I didn’t like my stay",1/5
38,Manila Hotel,Was given a room smaller then in pictures.Aircond leaked in the middle of the night..Television works but no signal.not recommended at all..Do not book here.,1/5
39,Manila Hotel,"Room is on 17th floor. Toilet is clogged, dirty water coming out from floor drain even no one is using. Wall lamp not working. Beds are high level so luggage to place below bed! Rooms are sooo small. This hotel is a scam!",1/5
40,Manila Hotel,"Location is really good but the staff and room was really bad! Rude staffs , they should learn the meaning of exceptional customer service. You have to ask for a tissue roll everyday. There was hot water but no coffee and sugar and even a …",1/5
41,Manila Hotel,"Poor customer service, no refund policy, no consideration. So think properly before booking.",1/5
42,Manila Hotel,"A NIGHTMARE!
Dead bugs; stained, damp sheets; faulty water heater; dirty floor; broken clock; …",1/5
43,Manila Hotel,Do not stay here! they moved me to another place which was dirty and on top of this both my bank cards were stolen while I went out to the shops and since there was no other customers in the room that day I suspected maybe someone who works …,1/5
44,Manila Hotel,Dont like the smell of this place and the elevator going up is too small.,1/5
45,Manila Hotel,"(Translated by Google) Babang ordered at Manila Hotel, but the receptionist brought to another hotel, the room was dirty, the toilet was dirty, the room smelled of cigarettes. nightmare !!!! …",1/5
46,Manila Hotel,"(Translated by Google) the rooms are too narrow, the bad service the receptionist is too ignorant, bitchy never smile …",1/5
47,DHILLON HOSTEL,I stayed in days hotel at the same building. Their receipt was the same. In this mansion there are more than 100 guest houses and hostels. Most belong to the same people. Anyway this place was so bad . 1. They charge 20hkd for renting …,1/5
48,DHILLON HOSTEL,"After a night's stay at Dhillon, I suffered from a sort of allergy or rash. I was not sure what it was because I haven't encountered such thing. …",1/5
49,DHILLON HOSTEL,"Location:
Pros: It’s in the middle of Kowloon and right across the street from the MTR (subway) entrance/exit. …",1/5
50,DHILLON HOSTEL,"eventhou the location is in the city centre of tsim sam shui, it is Not worthed to stay here, due to.. visitor will be charged extra payment, and got to pay for everything such as towel etc, you will be staying with and among refugees. the …",1/5
51,DHILLON HOSTEL,"My stay at this hotel was for 7 nights and it was not what I expected. First off, the check in counter was at a different block from our acutal room. So we had to go use the elavator to go down and head to another block. The elevator can …",1/5
52,DHILLON HOSTEL,Rooms are less than 6square meters without windows. You feel like beeing in prison!,1/5
53,DHILLON HOSTEL,"Worst place, especially due to such a ride staff.
Better to pay slightly higher cost.",1/5
54,DHILLON HOSTEL,Really disappointed with the service. The room is different than shown at the time of booking. Small rooms and smelly.,1/5
55,DHILLON HOSTEL,"Very not recommended, the room is dark and not really clean.",1/5
56,DHILLON HOSTEL,,1/5
57,Budget hostel hong kong,"False Advertising, the room was very small and the bed was very simple one blanket and a thin bedsheet that was not changed until you checked out of the hotel. The bathroom was very small, had a sewage smell and you had to pay to recieve a …",1/5
58,Budget hostel hong kong,Never stay,1/5
59,Budget hostel hong kong,"(Translated by Google) Simply awful.
Never again. …",1/5
60,Budget hostel hong kong,,1/5
61,Budget hostel hong kong,,1/5
62,Budget hostel hong kong,Small,2/5
63,Budget hostel hong kong,,2/5
64,Budget hostel hong kong,"location Is good , 4 beds per room , toilet is clean affordable price",4.3/5
65,Budget hostel hong kong,since its a Hostel one room Have 4 beds ...Clean and calm ...nice location ..yes good and satisfied,4.5/5
66,Budget hostel hong kong,excellent,5/5
67,City Guesthouse,"(Translated by Google) There is a cockroach in the room. The key is broken and I can not put my luggage in the room. I smelled a bed and a pillow. Mold on the sheets. The shower is narrow. If you take a shower, the water will leak into the …",1/5
68,City Guesthouse,環境很差！床下有積水,2/5
69,City Guesthouse,,2/5
70,City Guesthouse,,4/5
71,Pay-Less Guest House,"the worst hostel ever I visited. I already booked and paid the money. but when I come to the hostel, they said that it already full and they just canceled it in the front of me. Don't ever you think to come to this hostel, you will be upset.",1/5
72,Pay-Less Guest House,Very small space...if u are claustrophobic it is not advisable to stay here. The guest house is located in the bldg where the ground floor is crowded with men keep on asking u if u have a place to stay. And shops with too many people. So if …,1/5
73,Pay-Less Guest House,They stole our stuff! And it smells disgusting,1/5
74,Pay-Less Guest House,"Very small room, staff is so unprofessional, dirty surroundings, poor sanitation not even cheap.",1/5
75,Pay-Less Guest House,"Terrible and cramped. Overcrowded, dangerous and expensive",1/5
76,Pay-Less Guest House,"Quite disgusting, do yourself the favor and spend the extra to stay at a place of better quality.",1/5
77,Pay-Less Guest House,Poor,1/5
78,Pay-Less Guest House,"(Translated by Google) I made a reservation in Ojima, but I can't breathe at all because the Chinese people are talking and smoking at night. …",1/5
79,Pay-Less Guest House,房間很差，訂的兩張單人床房間跟照片不符。變成上下舖。有夠傻眼，冷氣機也壞掉。爛,1/5
80,Pay-Less Guest House,"(Translated by Google) Overbooking, non-refundable
(Original)
오버부킹, 환불 미처리",1/5
81,Crystal Hostel HK,"Very small room, no one can bend comfortably, wash room so small
Also there is no service, no tee coffee",1/5
82,Crystal Hostel HK,"The room is very small, the building's entrance is very crowded, the lift is small. will not come back",1/5
83,Crystal Hostel HK,Expensive and small,1/5
84,Crystal Hostel HK,"(Translated by Google) The Crystal Inn was a start of a nightmare. The light bulb in my double room was broken. There was only a slight orange light in the room. In March, the cold current hit the bathroom but there was no hot water. It was …",1/5
85,Crystal Hostel HK,,1/5
86,Crystal Hostel HK,"Clean, affordable, but very small room. Expect long queue to get to elevator.",3/5
87,Crystal Hostel HK,Well..,3/5
88,Crystal Hostel HK,,4/5
89,Park Guest House,"Don't book here, just a friendly reminder. I booked here for my March travel 3Days and 2nights, but due to travel ban declaration, We are forced to cancel all the bookings (Airlines and Hotel). And this hotel is one of the accommodation …",1/5
90,Park Guest House,The place is way different from what is shown in the photos. A room with two single beds was reserved but we ended up getting a room with a bunk bed: double bed on the bottom and twin on top. …,1/5
91,Park Guest House,"Whatever you do don't stay here, it's really awful. I booked 3 nights in a double room with a friend, and within an hour of being there I'd already booked another place to move to for the following morning - despite the fact I'd spent $140 …",1/5
92,Park Guest House,I don't recommend you to stay in this place. The room is too narrow and has no view. The picture didn't display the real condition. They didn't provide free towel but you have to pay for HKD 20 per towel. I just get 120x180cm bed for two …,1/5
93,Park Guest House,"BAD! Don't go there!
The description is incorrect. The floor space for a superior double room (badroom included) is about 5m2. Half of what's announced. Our sheets were dirty. Only …",1/5
94,Park Guest House,"they already debited a charge within 24 hrs, plus also cancellation fee within 24 hrs. will not recommend this to anybody",1/5
95,Park Guest House,"(Translated by Google) It is a good place to give a star. I have to write it, so I give it one. Garbage accommodation with absolutely no refund for reservations. Don't make a reservation here to save money and go to a better place. I regret …",1/5
96,Park Guest House,"(Translated by Google) Unpleasant owner. Personal ok. They canceled my single room reservation, sold it to someone else. They offered me a shared room with other 5th people. They increased my price by 50HKD compared to the standard one, …",1/5
97,Park Guest House,"(Translated by Google) One night ok but no longer please.
Anything can be bought here on the ground floor, but unfortunately there is no comfort. …",1/5
98,Park Guest House,"(Translated by Google) Location location is five stars
(Original)
立地場所は5つ星",1/5
99,Taj Super Deluxe,"Went to check in, the owner/manager was extremely rude, told me he'd cancelled the booking (wasn't cancelled according to the booking website), didn't care what I did, and it was my fault for not cancelling the booking? He's either insane …",1/5
100,Taj Super Deluxe,"BE WARNED THEY WILL TAKE YOUR MONEY BUT THEN HIT YOU WITH A HUGE CANCELLATION FEE.
I suffer from mental health issues and given the covid status on uk tourists …",1/5
101,Taj Super Deluxe,I put an honest review on booking.com and this is how the owner reacted. Disgusting.,1/5
102,Taj Super Deluxe,"DO NOT BOOK THIS HOTEL! Poor management, rude and filthy staffs. Being intimidated over the phone to cancel my booking at the very last minutes without any compensation provided!",1/5
103,Taj Super Deluxe,I got an awful experience with how things being handled. The lift malfunction from time to time😭. Thanks God we haven't experienced being trapped. I don't feel home away from home in this building. It is a business as ussual thing in this …,2/5
104,Taj Super Deluxe,"Terrible and rude customer service, in light of the protests our flight was cancelled and we did not rebook due to violent protests and strikes, hotel manager REFUSED to speak to us or make any type of accommodations, we are out of money …",1/5
105,Taj Super Deluxe,"Like the name suggests, it is pretty terrible while also not extremely affordable. Avoid here unless you are out of options or time.",2/5
106,Taj Super Deluxe,Very accommodating staff..Mr Pintu😊convenient place to stay👍,5/5
107,Taj Super Deluxe,nice budget place to stay in hk,5/5
108,Taj Super Deluxe,"This hotel is no good. Customer service is poor👎👎👎
Not recommendable",1/5
109,Mabuhay Hotel,"Do not book this hotel. Owned by Indian. Cannot say no even they cannot provide room service and refund, always yes. They will decide which room to give you on the day of arrival. If someone will pay higher for the room they will give. …",1/5
110,Mabuhay Hotel,Please do not book this site. It’s harlem. So dangerous.,1/5
111,Mabuhay Hotel,(Translated by Google) Pakistani aassists there. Then we were asked for a cleaning fee of 600 dollars. Didn't clean the area. …,1/5
112,Mabuhay Hotel,"(Translated by Google) Too simple to leak, equipment is too bad, messy
(Original)
太簡漏,設備太差,髒亂",1/5
113,Mabuhay Hotel,Very near to MTR station,3/5
114,Mabuhay Hotel,,3/5
115,Mabuhay Hotel,"(Translated by Google) cuz im by
(Original)
cuz im por",5/5
116,Metrocity Lounge,Pls check carefully because they sell the room which you can only use for 6 hour not full day.,3/5
117,Caribbean Sea Guest House (Las Vegas Group Hostel HK),"Don't go there this place is a big scam! I have made a reservation long time ago and when I came to check it, first there was no one to talk to and second a guy came to talk to me after waiting for 15 min in front of the door, and sayed to …",1/5
118,Caribbean Sea Guest House (Las Vegas Group Hostel HK),"Terrible. They confirmed my booking. But when I reached there, they were not able to honour my reservation. Worst experience ever. Later, I found the transaction through my credit card. They charged me for the room that they couldn't …",1/5
119,Caribbean Sea Guest House (Las Vegas Group Hostel HK),They charged me twice even though the friendly reception man assured me I would be refunded as the card payment was pending and just being 'held'. They have now told booking.com I was refunded and are refusing to give me my money back. …,1/5
120,Caribbean Sea Guest House (Las Vegas Group Hostel HK),The hotel seems to have disappeared or changed it’s name without notifying us. Anyway. We had to find another hotel.,1/5
121,Philippine Hostel,"I'm not really the kind of person to leave reviews but i have never met such a rude member of staff in my entire life, he kept telling us he hadn't received a confirmation in a really aggressive and condescending tone of voice even though …",1/5
122,Philippine Hostel,"The fan is full of dust.
It's too small to put the carrier under the bed.
The bed's too small, the bathroom's too small. …",1/5
123,Philippine Hostel,"We literally just paid for the hostel and received an confirmation email, however the stuff from there said they haven't received anything and telling us it's our mistake, the way he talked to us was so disgraceful and rude!!!!!!",1/5
124,Philippine Hostel,"Weve stayed for 5days. The staffs are welcoming. The room is small, toilet bowl have stain. When we arrived i think the bedsheet is not clean at all. We asked for a replacement they told us that there's no extra bedsheets. WOW. Their comforter have bugs and we've got a lot of insect bites.",2/5
125,Philippine Hostel,It was sketchy at first but overall the people around the building is nice and approachable. Mr. Singh (the owner) and his employees are all nice and attended to our needs. The wifi is fast they have free coffee and the rooms were small but …,5/5
126,Delta Hotel,Smallest room for two people that I have ever stayed in. It is not possible for both to stand up and open the door at the same time. Mr Singh would not give a receipt at the time of payment. At least you are on the 16th floor so suicide is …,1/5
127,Delta Hotel,Zero customer service,1/5
128,Delta Hotel,"Its ok for the money, location is ok. Staff friendly. I recommend",1.2/5
129,Delta Hotel,,1/5
130,Delta Hotel,,1/5
131,Delta Hotel,"최악중에 최악! 이런곳은 돈 받고 자야할정도ㅋ 좀비튀어나올것같음,바퀴벌레200마리 있을것같은 비쥬얼 충격티비도 안나옴/헤어드라이기 없음/침대이불개더러움절대 청킹맨션 안에 있는 숙소 모두에서 자지마십시오. 3월2일 오후 홍콩 경찰들 출동,청킹맨션 안에서 아랍계인 수갑채워서 체포하는 장면도 직접목격했으며 위험함그리고 여기사장도 아랍사람임 ㅋㅋㅋ 여기올라와 있는 리뷰 다 거짓말2019년 월1일부터 2박했는데정말 최악 더랍고 화장실은 서있기도 힘들정도로 좁고 더러움",1.5/5
132,Delta Hotel,Super small rooms with a bath room size of 3ft by 3ft with a toilet seat installed in this size,2/5
133,Delta Hotel,Cheap n small room but clean. Crazy elevators odd n even floors services. So busy have to line up n so busy lobby.,2/5
134,Delta Hotel,Service is based on their price.,2/5
135,Delta Hotel,,2/5
136,New Hong Kong Hostel,"(Translated by Google) This place are not hotels, they manage rooms with different hotel names, they are small rooms, with mini beds, the published photos are not real. …",1/5
137,New Hong Kong Hostel,不好就是不好。,1/5
138,New Hong Kong Hostel,,1/5
139,New Hong Kong Hostel,,2/5
140,New Hong Kong Hostel,前台是黑人，不会中文，楼下都是阿三。,2.2/5
141,New Hong Kong Hostel,"I suggest not to book at this building in advance, there are always available rooms for cheaper price on the place",3/5
142,New Hong Kong Hostel,Great value for the unfussy traveler. Rooms are clean but small.,3/5
143,New Hong Kong Hostel,"(Translated by Google) This is the guesthouse
It may be recommended for people who want to feel like a late-night express train ♪ …",3/5
144,New Hong Kong Hostel,位置可以，其他就比較差,3/5
145,New Hong Kong Hostel,,3/5
146,Cebu Hotel Block A,"The Location is very good but the hotel facilities are poor such as room too small, air condition did not work during my last stay and staff promised to fix but no action. there s quite noise during night time at reception counter. I booked …",1/5
147,Cebu Hotel Block A,"The room are too small for the price, the only thing good is the position",1/5
148,Cebu Hotel Block A,(Translated by Google) It's cockroaches. The room is narrow. The service is bad. It's 15 percent different. …,1/5
149,Cebu Hotel Block A,Location is good since it's at Nathan Road but the room is tiny. Hardy any space for your stuff.,2/5
150,Cebu Hotel Block A,"(Translated by Google) Cheap early shower toilet together !!
(Original)
安い早いシャワートイレ一緒!!",4/5
151,ASHOKA GUEST HOUSE,,1/5
152,New Tokyo Hostel,"Location was good and the room itself was clean, the staff was accommodating enough. The room was cleaned regularly but it smelled weird. Really WEIRD. We don’t know what and where it was coming from, but it was so bad it ruined our stay.",1/5
153,New Tokyo Hostel,"(Translated by Google) Run from there
(Original)
Бегите оттуда",1/5
154,New Tokyo Hostel,,1/5
155,New Tokyo Hostel,,1/5
156,New Tokyo Hostel,Cannot ask more for this price,2/5
157,New Tokyo Hostel,Awful,2/5
158,New Tokyo Hostel,"One of the better establishments at chunking mansions, staff was helpful, room was clean",3/5
159,New Tokyo Hostel,Well...,3/5
160,New Tokyo Hostel,"(Translated by Google) Of course, there are many bad reviews, but they are not as dangerous as I thought. It is a place where you can meet all sorts of travelers from around the world. There is no window, but it is very narrow. …",3/5
161,New Tokyo Hostel,,3/5
162,Russian Hostel,"Microscopic room, even no space for your luggage. Rude staff. On the 16th floor, always long queuing for lift. Wi-Fi hardly works.",1/5
163,Russian Hostel,dirty,2/5
164,Apple Hotel,Very nice hotel I love to go there on my weakened,5/5
165,Apple Hotel,nice by clean,3/5
166,Apple Hotel,The room is lots of ants and smell cigarate smoke,1/5
167,Apple Hotel,Good,5/5
168,Apple Hotel,"The price was incredibly a cheap deal so I didn’t expect anything special. The room is small as a Hong Kong average, the lady at the reception a little kinky but the location is perfectly central.Just one very negative point: the room is so moisture that either you freeze with AC either you can’t breath, my clothes were all wet.",3/5
169,Apple Hotel,"Cute little place in a fab location. Close to ***y things, Times Square. Eateries close by too.",3.2/5
170,Apple Hotel,first things first I booked the hotel because it's cheap and someone's said the staff is friendly but actually all the staff is very unfriendly. they are only a bit friendly when.u checking in but after that they will ignore u.. …,1/5
171,Apple Hotel,"Pretty convenient location. Not only is it situated in a popular place close to shopping centers and restaurants, it is within walking distance of the metro which ensures you access to the rest of hong Kong's greatest locations. Pretty …",4/5
172,Apple Hotel,"Location is perfect, 1 min walk to the business district! Staff is friendly, and the room is fairly clean. Can't say it's the best accommodation, but it is really worthy for a budget inn.",4/5
173,Apple Hotel,"I stayed at this place with my friend, and they just give us 1 cup without any additional. No drink water at all. …",3/5
174,Toronto Holidays,"Maybe we had bad luck. After one night we asked to change room because of some malfunction (no water on tap, bad smoke smell, moistened ceiling, paint falling from ceiling). Next room had directly paint falling on the pillow. …",1/5
175,Toronto Holidays,The ceiling was falling on us. Is was so terrible that we ask to change rooms. When the second one was the same we left this hotel and went to a better one. But the staff was nice.,1/5
176,Toronto Holidays,"Definitely one of the most overpriced, terrible ""hotels"" I've ever stayed in. There was nobody to meet me to open up. The room was tiny and had no natural light. When the dude arrived he smelled like beer. I can't fathom returning to Hong Kong if that's what $100 a night gets me.",1/5
177,Toronto Holidays,Small and smelly ! Also I was waiting for an hour before someone appeared at the reception ! Never again !,1/5
178,Toronto Holidays,There are waterleak from drain pipe and flood over the room. Thank you for your advice to claim but nobody can help.,1/5
179,Toronto Holidays,"Canceled the booking one month ago, yet still charged for it.",1/5
180,Toronto Holidays,,1/5
181,Toronto Holidays,,1/5
182,Toronto Holidays,,1/5
183,Toronto Holidays,,1/5
184,Woodstock Hostel,"Beware! Worst and not recommended.
Location is good but it is not safe especially in case of emergency.
I was stuck for how many hours inside the room because of the malfunction on …",1/5
185,Woodstock Hostel,aloof and dark,1/5
186,Woodstock Hostel,"(Translated by Google) hotel to avoid, no comfort, noisy, not clean, a lift for 15etages, the tail every time, small rooms and some without window, the n ° 1638, next to the reception, no way to sleep, 13nuits l enfer !!!!!! …",1/5
187,Woodstock Hostel,,1/5
188,Woodstock Hostel,"Good option for a couple, small but clean, price is ok",3/5
189,Woodstock Hostel,,3/5
190,Woodstock Hostel,,4/5
191,Woodstock Hostel,"Great place to stay on a budget!! It has all the functional requirements like a hot shower, clean beds, A/C, Microwave, water heater/dispenser.",5/5
192,Woodstock Hostel,Beautiful and comfortable.. easy location.. centre of heart..,5/5
193,Woodstock Hostel,Cheap and centrally located,5/5
194,Premium Lounge,Environment is very unsafe. You get worse than what you pay for. Reception is on the 16th floor.,1/5
195,Premium Lounge,"(Translated by Google) Horrible the hotel and the building where it is. The worst I've seen in my life. Elevator with tails and filthy, building with very bad atmosphere, scary. The bathroom is tiny and you have to shower over the water! …",1/5
196,Premium Lounge,,1/5
197,Premium Lounge,,1/5
198,Premium Lounge,"(Translated by Google) It is on the 16th floor and is a delta hotel.
I found a premium lounge for a while
At first, I'm terribly frightened, but it may not be such a horrible place to …",3/5
199,Premium Lounge,,3/5
200,Premium Lounge,I like the area also the hostels are great.,4/5
201,Premium Lounge,"Room was quite ok, the usual standard was chunking ***sion. Convenient location.",4.5/5
202,Premium Lounge,"(Translated by Google) Staff English communication problem, room is clean enough to worry about barefoot. But it's not like every day that I have a blanket on my cover. …",4/5
203,Premium Lounge,"I liked my stay here, the guy we mostly dealt was cool - not the Sheridan but you get what you pay for.",5/5
204,Traveller's Hostel Hong Kong International,"(Translated by Google) No washing utensils, complicated access, very thin quilts, very small room …",1/5
205,Traveller's Hostel Hong Kong International,,1/5
206,Traveller's Hostel Hong Kong International,"I’ll be generous and give this a 2 instead of one. To be fair, it’s in the middle of downtown, you can see Victoria Harbour and easy public transportation. …",2/5
207,Traveller's Hostel Hong Kong International,"(Translated by Google) Bathroom of ridiculous size !!! The water did not heat and I was not taking a shower. Good thing I only stayed 1 day, because if they were more would be a show of terror. …",2/5
208,Traveller's Hostel Hong Kong International,"(Translated by Google) Very clean, but the waiters all have to speak English, the language is not good! …",3/5
209,Traveller's Hostel Hong Kong International,Centrally located. Maximum utilisation of space and adequate for the budget traveller.,4/5
210,Traveller's Hostel Hong Kong International,"(Translated by Google) This is the hotel where I stayed when I first went to Hong Kong.
At that time, it was a time when a visa for traveling to China could not be …",4/5
211,Traveller's Hostel Hong Kong International,,4/5
212,海洋賓館,,1/5
213,Days Hotel,"First give me not what I book and dirty room, then I’m ask change room ! Then they change and give me that room what I was booked. Is better more clean. And next problem not give any thing for shower no towel and no adapter! …",1/5
214,Days Hotel,"The most horrible place I have ever stayed in my life, by far. Please look at the pictures they advertise and at the real photos I took. No windows, stench, tiny. Almost a prison cell. Never ever go near that place. Also the building itself …",1/5
215,Days Hotel,"It was awful, the room is good for pet not for human beings. Everything is so dirty and after booking they charge again for cleaning. The room is super small. Awful, awful, awfullllll. Don’t waste your money",1/5
216,Days Hotel,"the place was horrible. They charge us the family room price, but sold the twin room to us,we stayed for 4 nights, but the hotel never cleaned up the room , the blanket and the pillows were smelly , we needed to change all ourselve , and …",1/5
217,Days Hotel,"This is my first time in Hong Kong) the first day when I arrived to Hong Kong i try to find my hostel I spend a lot of money and time to find it, hostel is so difficult to find and when i try to call them number isn’t working ( omg by the …",1/5
218,Days Hotel,"實績與照片嚴重不符！！！The photos are totally fate, it was very very very small and not even close to beautiful!",1/5
219,Days Hotel,"(Translated by Google) No service at all! Several of us carried a pile of luggage. On average, one person took two suitcases. The hotel elevator could not reach the floor directly. We had to go up the stairs. We did n’t need to take it when …",1/5
220,Days Hotel,"(Translated by Google) The room is very small, the bathroom is almost standing on the toilet
Prepare your own toothbrush and slippers …",1/5
221,Days Hotel,"(Translated by Google) The room is small and the soundproofing is poor. After the payment is made, an additional cleaning fee of HKD 100 will be charged. …",1/5
222,Days Hotel,"(Translated by Google) a tiny room, two people do not stand, you have no room for backpacks, there is a tiny window that does not see anything, it is distressing to be there, the cold shower water, to enter the hotel you have to dodge …",1/5
223,Shanghai Hostel Hong Kong,"(Translated by Google) Horrible, the worst hotel room I've ever been in my life, dwarfed and dirty. I hope not all hotels in Hong Kong are like that. …",1/5
224,Shanghai Hostel Hong Kong,,1/5
225,Shanghai Hostel Hong Kong,,3/5
226,Shanghai Hostel Hong Kong,,3/5
227,Shanghai Hostel Hong Kong,"(Translated by Google) The boss and staff are very nice, well-equipped, the coordinates are in the Chongqing Building, the location is excellent, there are subways and shopping malls around. Downstairs, Lanfang Garden can eat breakfast and …",4/5
228,Shanghai Hostel Hong Kong,"Clean, newly renovated rooms. Helpful staff.",5/5
229,Shanghai Hostel Hong Kong,,5/5
230,Shanghai Hostel Hong Kong,,5/5
231,Shanghai Hostel Hong Kong,,5/5
232,Dutch Hostel,,2/5
233,Double-K Inn HK,隔音差和熱水好難控制之外都正常，房主很友善。,1.7/5
234,Double-K Inn HK,"시설에 비하면 싸다고 볼수 없네요. 창문이 있어서 다행이라 생각했는데, 도로변 소리가 너무 시끄러워서 한숨도 못 잤습니다 . 추천하지 않습니다",3/5
235,Double-K Inn HK,第一次入住感覺不錯，價錢便宜離景點也很近，除了廁所空間比較小，棉被是一床一件有點薄以外，其他都很滿意，下次有機會到香港會再入住的👍👍👍,4/5
236,Double-K Inn HK,地理位置堪優，近地鐵，附近有好多商鋪逛，東西便宜質量好，雖然價格等同于酒店，不過環境還算安靜，老闆態度好，以後還會來住宿的！愉快的旅程！,4/5
237,Double-K Inn HK,位置很好。。店主一直信息提示很詳細。。,4/5
238,Double-K Inn HK,很好的地段！來过许多次了,4/5
239,Double-K Inn HK,Good and nice,4.8/5
