,hotel_name,review,rating
116,Hotel Taiuba Inn,"Approprite to people who need low price hotel dan only stay for short period. The facility is standard, there are family room for many people and single room for one till two peoples. Can find and book this from traveloka.",3/5
117,Hotel Taiuba Inn,It's cheap hotel and reasonable price..... I like it.....,5/5
118,Hotel Taiuba Inn,"Budget Room,Good",4/5
119,Hotel Taiuba Inn,Cheap hotel in Kl,3/5
120,Hotel Taiuba Inn,Best Budget Hotel,5/5
121,Hotel Taiuba Inn,Can stay for emergency only,2/5
122,Hotel Taiuba Inn,great place,4/5
123,Hotel Fujisan PWTC,High hospitality attitude from staff and near to the mall,4/5
124,Hotel Fujisan PWTC,Old Hotel.. Nothing special but the bed was so comfortable n room was clean.,4/5
125,Hotel Fujisan PWTC,"It's an old budget hotel. All the basics, don't expect so much. Room rates are on the cheap.",3/5
126,Hotel Fujisan PWTC,"The hotel is very good talking about cost-quality. I can said i got a good service here and i got a nice view to the front street. There are AC, Fan, Water Heater, and even a Fridge. The Hotel is good looking at its price. There are some …",5/5
127,Hotel Fujisan PWTC,Good service & low price.👍👍👍👍👍,4/5
128,Hotel Fujisan PWTC,"Room rates are very good, low prices with good room condition. Unfortunately the water in the bathroom were dirty and the air condition weren’t working well.",4/5
129,Hotel Fujisan PWTC,Hotel lobby is located lower ground. Staff is very helpful especially Sattar. Rooms are clean and spacious.Located beside Sunway Putra Mall.,5/5
130,Hotel Fujisan PWTC,newly furbished hotel in the area chowkit and nearby Sunway Putra Mall,5/5
131,Hotel Fujisan PWTC,"First hotel nearby pwtc, sunway putra mall",5/5
132,Hotel Fujisan PWTC,"First nearby hotel from pwtc ,sunway putra mall",5/5
133,Easy Hotel @ Ampang,The room was a nightmare!!! I’ve got to be a killer to a lots of cockroaches. The smells from the bathroom plumbing was quit terrible plus there’s hair everywhere. Not gonna be a customer again.,1/5
134,Easy Hotel @ Ampang,The staff kind of lazy in communicate with the customer,2/5
135,Easy Hotel @ Ampang,Reception area impressive clean. Head to room 1 at floor will notice there is a second hotel. The roach motel is packed from lift to room. Was busy killing roaches from check in to out. Stained bedsheets with body odors on sheets.,1/5
136,Easy Hotel @ Ampang,"This hotel was nearer to kpj ampang, there have a big room and clean but the air conditioning was not functioning well it was very hot..i hope you can improving and service your ac.",3/5
137,Easy Hotel @ Ampang,Poor service @check in! my room i booked stated have window! but when check with reception! not available! room no drinking water and no toilet paper!! 1 night stay then book different hotel!,2/5
138,Easy Hotel @ Ampang,"Very bad attitude the staff very rude , they no respect The customer",1/5
139,Easy Hotel @ Ampang,"Fairly decent budget hotel. Great location, just cross the street to get to KPJ hospital, lots of eateries, convenience stores around. Helpful and considerate staffs at the front desk.",4/5
140,Easy Hotel @ Ampang,The place is nice and neat. Only things car park very hard to find. Nearby very convenient wt shopping mall,4/5
141,Easy Hotel @ Ampang,"All are good, just a pillow is too old( its make my head itchy) overall is OK. Thanks",3/5
142,Easy Hotel @ Ampang,Clean & comfortable stay.,5/5
143,Time 2 Hotel Kuchai Lama,"Toilet is dirty.
Not provide any towels
Not very comfortable",1/5
144,Time 2 Hotel Kuchai Lama,,5/5
145,My Hotel @ Bukit Bintang,Super cheap room(agoda rm43.44) but good standard room& location. I recommend!,5/5
146,My Hotel @ Bukit Bintang,"Very3 cheap room. Got it for below Rm50 from Agoda. Deposit just Rm20. Room with queenbed,hot shower, Tv,kettle,Cup,coffee sachet & wardrobe + great location makes it Super Value!",5/5
147,My Hotel @ Bukit Bintang,"stayed 2 nights, room was ok, worth with price, quiet, location awesome, walking distance to jln alor, hotel parking got 3-4spots behind the hotel, but can park beside hotel (night time), jz beware of ppl asking for 5rm if parking behind hotel supposed to be free. besides that, great budget stay. mattress can consider changing tho:)",4/5
148,My Hotel @ Bukit Bintang,Air-cond fixed @ 18°c can't adjust. And suddenly starts sweating mid of night due to they off Air cond.,1/5
149,My Hotel @ Bukit Bintang,"Still can compete!
Just the air cond not really working well",4/5
150,My Hotel @ Bukit Bintang,Thanks so much,5/5
151,My Hotel @ Bukit Bintang,Good place to stay. Cheap but hard to find a parking space. Only 4 parking space were provided by the hotel management. It's located back of the building. Not safe. Only 9 minutes walk to lowyat and time Square,3/5
152,My Hotel @ Bukit Bintang,Room was ok....but the receptionist was bad.... I'm booking from booking.com....pay at counter....got extra hidden charges....n also parking very expensive .....,2/5
153,My Hotel @ Bukit Bintang,I go there by walk in the out side price is rm 70 whene i go inside after register rm 90 n 20 rm is deposit . then when i said i want to cancel she said if registered ready cannot cancel,1/5
154,My Hotel @ Bukit Bintang,Good experience,4/5
155,Aditya Hotel,Budget hotel looking good .. but parking no more space..,4/5
156,Aditya Hotel,I stay some time this hotel superb and good services,5/5
157,Aditya Hotel,"Actually for those someone whose not very typical.i think this surounding here is very likeable.u got bus station just in front that hotel!
Bank area.econsave.alot of food stall.
Such a easy.",4/5
158,Aditya Hotel,ok,2/5
159,Aditya Hotel,Bad condition,1/5
160,Aditya Hotel,I love this hotel,5/5
161,Aditya Hotel,Very good condition,5/5
162,Aditya Hotel,Stay is good. Budget friendly.,3/5
163,Aditya Hotel,Nice place to get parking and food and Economy place for stay in.,5/5
164,Aditya Hotel,Very low cost service and not a good place to stay,5/5
165,Melawati Hotel,Nice & Good place to holiday overnite in new wave ....,4/5
166,Melawati Hotel,The prices are affordable and the services are so good.,4/5
167,Melawati Hotel,Very adequate facilities. Quiet n peaceful (even on weekends).,3/5
168,Melawati Hotel,Affordable accommodation. Cannot expect more.,3/5
169,Melawati Hotel,"The indian woman use bad language with customer, melawati hotel did not care with online booking even state come early. Not recommended this hotel. Very bad",1/5
170,Melawati Hotel,Not bad for backpackers... 😉😉😉,3/5
171,Melawati Hotel,Ok,5/5
172,Melawati Hotel,cheap and comfortable,5/5
173,Melawati Hotel,ok,3/5
174,Melawati Hotel,best place for budget,3/5
175,Hotel D View Inn,"If i could not give a star I would. We arrived in KL super late, so booking a cheap hotel for a night was a reasonable thing to do as we always did so with other cities. We did not expect to see such a low standard !!! We stayed in hotels …",1/5
176,Hotel D View Inn,"Bad experience in this Hotel : dirty room, no windows, smell bad, impossible to take a normal shower water is too hot or too cold , the ceiling is broken with a lot of rot inside, also a condom was there. The guy who working During the …",1/5
177,Hotel D View Inn,"Cant manage to stay longer there. Check in 11.30pm,check out 9am. Even shower and water tap very slow.",1/5
178,Hotel D View Inn,"(Translated by Google) In essence, a terrible garbage, although the outside looks relatively normal. Inside the hole is a hole, small rooms with dirty unwashed laundry. Toilet shower say terrible - it means not saying anything. Strongly …",1/5
179,Hotel D View Inn,"(Translated by Google) - The bed is dirty.
- Wi-fi did not work, the administration did not solve the problem
- Air conditioning did not work …",1/5
180,Hotel D View Inn,,1/5
181,Hotel D View Inn,,1/5
182,Hotel D View Inn,,1/5
183,Hotel D View Inn,,1/5
184,Hotel D View Inn,"It's an ok inn to stay with moderate price.. Only good thing is it has by hour rate which is good to rest, meet & play.. Room is clean and bathroom has hot shower",2/5
185,Travelogue Guesthouse Bukit Bintang,"The place itself was run of the mill, but the place is located directly behind a plaza wherein a dozen singers, rappers and death metal growlers sing all night. Not to mention construction work starts early in the morning so say goodbye to …",1/5
186,Travelogue Guesthouse Bukit Bintang,"The reason I gave 1 star because their services were horrible.
1) lack of privacy- my partner and I were shared a room with one Vietnam lady. We were fine with sharing a room. But her attitudes was made me mad. She was not …",1/5
187,Travelogue Guesthouse Bukit Bintang,The concpet of this hotel is ok but the people who work there is totally UNACCEPTABLE. This I especially dedicate to the HOUSEKEEPINGTeam. My mistake is I had left one of my things at there. I din realize until i went back home at night and …,1/5
188,Travelogue Guesthouse Bukit Bintang,"Best location but cleanliness is not maintained throughout.Staff is very aggressive, unhelpful,unprofessional.They dont need more business.Careless about guest,lockers are broken.",1/5
189,Travelogue Guesthouse Bukit Bintang,Screw up my vacation,1/5
190,Travelogue Guesthouse Bukit Bintang,not good 🤮🤮🤮🤮🤮🤮🤮🤮,1/5
191,Travelogue Guesthouse Bukit Bintang,"(Translated by Google) The location may be good, but the outside is very noisy (live bar is nearby .. but I can't sing too much). It doesn't have any soundproofing. The room I changed to say I couldn't do is blocked all over and reminded me …",1/5
192,Travelogue Guesthouse Bukit Bintang,"(Translated by Google) The location is ok. But no longer, I want to stay here
(Original) …",1/5
193,Travelogue Guesthouse Bukit Bintang,"(Translated by Google) Cool
(Original)
Keren",1/5
194,Travelogue Guesthouse Bukit Bintang,,1/5
195,Time Hotel,"Room is okay and affordable. But that day no shampoo nor soap -_-
Mirror obsession. Don't understand need two large mirrors above and infront of the bed",3/5
196,Time Hotel,"Nice room and comfortable..affordable price, good service, everything provided, clean bathroom and friendly staffs ...👍👍👍👍",4/5
197,Time Hotel,Yest night 3/8/2020 I had to look for hotel for my friend who is travelling to Perak from TBS the next day 4/8/2020.We went to check on the room here and the Bangladeshi counter guy mention the availability and price.Due to budget concern …,1/5
198,Time Hotel,"It's not bad, if the place was cleaner then it would been a better experience but overall not bad",3/5
199,Time Hotel,"The moment I came in , there was cockroach skittering around the floor, the furniture are rly dirty and worn out, toilet mirror are dirty and walls mirror on top view and back are creepy, wifi is horrible. I definitely would not come back here again",1/5
200,Time Hotel,"The whole cockroach family is running around in the room, toilet seat with stains. Although the compare to the price, not much to complaint, but the cockroaches in the rooms are totally unacceptable. At first the staff told us they will …",1/5
201,Time Hotel,The Advantages: Cheap and affordable. The bed was sooooo comfy the comfiest we have ever slept on. The shower is very good. Asked for a clean towel at 10am but the reception said he'll send. There are a lot restaurant nearby. A small make-up table with mirror. A very warm welcome late at night.,5/5
202,Time Hotel,Nice n cimfortable but a bit noisy outside wt poople talking. Tq,5/5
203,Time Hotel,The place looks scary. Broken doors (the safety locker have been removed). No hair dryer. The cleaners were too noisy ( they were talking and laughing out loud ) which woke me up. In general the room was not bad. Clean and good bathroom.,2/5
204,Time Hotel,"Bad experience, improper condition.
Cleanliness sucks. Bad service.
Highly not recommended.",1/5
205,Nan Yeang Hotel,Ok,1/5
206,Nan Yeang Hotel,,1/5
207,Nan Yeang Hotel,,1/5
208,Nan Yeang Hotel,"Cheap hotel. Bad experince. Bad service.
Room is creepy.
There is no water in the toilet.
Won't come back",2/5
209,Nan Yeang Hotel,,2/5
210,Nan Yeang Hotel,Reasonable price and clean..,3/5
211,Nan Yeang Hotel,"(Translated by Google) Everything is ok
(Original)
Semua ok",3/5
212,Nan Yeang Hotel,,3/5
213,Nan Yeang Hotel,"(Translated by Google) Clean and comfortable is very satisfying
(Original) …",4/5
214,Nan Yeang Hotel,,4/5
215,Submarine guest house @ china town,"Booked this hostel, they did not have rooms available even if they were shown in the Booking. Com. We were relocated to another branch which wasn't too far, but they didn't have twin rooms, and prices were higher. Super-small bathrooms, …",3/5
216,Submarine guest house @ china town,"First of all, if I can give zero stars I would, but I’m giving one. Hygiene is out the window. The area is super eerie. Filled with drug addicts and a very very bad aura. Staffs were okay, they tried their best, but make sure you don’t bump …",1/5
217,Submarine guest house @ china town,"Receptionists are very accommodating, comfort rooms are clean and close to tourist spots within the city. Big and small restaurants are located nearby. The only thing for improvement I could probably think will be the interiors of the guest …",4/5
218,Submarine guest house @ china town,"Worst place I've stayed in Asia. We got so many bites from bed bugs that we had to move to another hotel at 3am. No refund offered and the guy working there even accused us of bringing the bed bugs there, despite the fact that the room is …",1/5
219,Submarine guest house @ china town,"Horrific. No towels, no blankets given, literraly no air in the room. Mattreses are covered in plastic. So dirty and disgusting, I'd prefer to call it zoo",1/5
220,Submarine guest house @ china town,"cons- This is a budget hostel so you get what you paid for. That being said, there were only two bathrooms for the whole place, with probably at least 20 guests. The bathrooms are also right in front of the sitting/eating area where lots …",2/5
221,Submarine guest house @ china town,Probably it's the first time i have such a negative experience in a hostel and i have to leave before ending my booking. A/C was on the whole night full power without possibility to turn it off. I didn't get the money back for the second …,2/5
222,Submarine guest house @ china town,Ok place. It was difficult to locate. They have two submarine guest house. One is also in China town. There was a bathroom problem on my stay but they fixed it. Sheets are not clean. Bed is bit uncomfortable. But the common area is the …,3/5
223,Submarine guest house @ china town,"alot of bed bugs! Couldnt sleep because of the bed bugs, told reception and they moved us to another room which also had them! We had to leave the hostel at 4am and book another one. Not only did the owner not offer us our money back but he …",1/5
224,Submarine guest house @ china town,"Nice hostel with good wifi. I stayed in prive room. It had no windows but still it was comfortable.
The service is nice. We could check in earlier as soon as the room was ready. We also were welcomed with some food :) That was nice after a night at the airport.",5/5
225,OYO 765 Summer House Bukit Bintang Hotel,"Here is what I found
1. At check in, I have come across a guy who ask to see my booking whomI learned later that he is not even a staff member. I have notify them via whatsapp. No …",1/5
226,OYO 765 Summer House Bukit Bintang Hotel,Good budget hotel with great price. Good service and the staff also friendly to wards customers. Nice and comfortable room.,4/5
227,OYO 765 Summer House Bukit Bintang Hotel,The room is clean and the air conditioner is cool too. But the room is a little bit small and the toilet downstairs very smelly and the lock cannot use. Luckily the toilet upstairs is ok to use but a little bit dirty. I think it is good …,3/5
228,OYO 765 Summer House Bukit Bintang Hotel,"Good location in a busy center for a short trip. I was given a bed below, as I requested, a room for women on the 2nd floor. …",4/5
229,OYO 765 Summer House Bukit Bintang Hotel,Avoid - disgusting hotel and scamming staff. The room was moldy and the sheets were not clean and smelled. We stayed here and extended for two nights and were overcharged. When we tried to resolve the problem with the receptionist she …,1/5
230,OYO 765 Summer House Bukit Bintang Hotel,This hotel is one of the worst hotels I've stayed in. The staff is not nice and the rooms are very small like lion's troughs and dirty toilet and there is a short Chinese girl receptionist who is very ugly behavior and does not respect the guests. I will not go back again..worst night in worst hotel,1/5
231,OYO 765 Summer House Bukit Bintang Hotel,We found a cockroach in the room but ignored it because it was still a cheap hotel. But then there was a lot of water dripping from the ceiling during the night and the whole ceiling was damp. We only realized the weird sound at that time …,1/5
232,OYO 765 Summer House Bukit Bintang Hotel,"Affordable small but cleat rooms in a amazing location. Sound isolation could be better but for a short stay its a good value.
The staff are friendly and helpful.
Good common area if you need some work done as well.",4/5
233,OYO 765 Summer House Bukit Bintang Hotel,Good and near to attraction. Clean shared toilet. And nice bed.,4/5
234,OYO 765 Summer House Bukit Bintang Hotel,"I booked thru Airbnb. Location is great, close to everything I wanna see. The experience is good until you see the room. It's tiny and bathroom is super dirty. I didn't even wanna use it. If you are 6' you can barely stand up straight in …",2/5
235,SPOT ON 90138 Hotel Elwarda Klcity,,2/5
236,SPOT ON 90138 Hotel Elwarda Klcity,,3/5
237,SPOT ON 90138 Hotel Elwarda Klcity,,4/5
