,hotel_name,review,rating
24,澳門富華酒店,"(Translated by Google) I came to Macau suddenly and I was looking for a cheap place. Fri ~ Sat, spend two days while staying for two days. Because it is a weekend, the price is almost double compared to the weekday. I would rather pay more …",1/5
25,澳門富華酒店,"(Translated by Google) Think twice
(Original)
三思啊",1/5
26,澳門富華酒店,"(Translated by Google) Rubbish
(Original)
垃圾",1/5
27,澳門富華酒店,,1/5
30,Macau Hotel S -,"COuldnt go due to a Typhoon. Had to fight Ctrip for a long time to get my refund. They delayed a response just to pretend I never actually applied in advance, until eventually I ***aged to prove it. …",1/5
31,Macau Hotel S -,we both feel not bad~will come back next time~thanks!,2.5/5
32,Macau Hotel S -,ホテル概要に1994年開業、2015年改装と書いてありますが、古さは全く感じられなく快適でした。 コン北口岸から澳門に入境し、ポンテ16の送迎バスが全然こなくて仕方なく地下公共バス乗り場から3Aバスに乗って司打口で下車。フロント、ロビーも質素で普通のホテルなので気軽にチェックインできました。 部屋備え付けのスマホは便利でした。シャワーのお湯の出も問題なかったです。,2.7/5
33,Macau Hotel S -,Take care of the breakfast units per room.,3.2/5
34,Macau Hotel S -,"My experience in the hotel was ok, but a wrongdoing by Trip.com provoked a conflict between us and the hotel. …",3.5/5
35,Macau Hotel S -,"如果可以更便宜一點就好,地點也算是可以. 附近有一些餐廳跟小食店,酒店的對面有小型的雜貨店可買零食,日用品",3/5
36,Macau Hotel S -,"""ロケーション良い"",""交通便利"" 部屋が狭いが格安で良い！駅に近くビジネスには最適でした。,""環境が良い"",""清潔感あり""",3/5
37,Macau Hotel S -,세나도광장 까지 거리는 아기 유모차 끌고 천천히 걸어서 10여분 정도 걸렸습니다특별히 친절하지도 불친절하지도 않았으며 단지 로비 공사중이라 시끄럽고 페인트 냄새가 강하게나서 괴로웠습니다,3.2/5
38,Macau Hotel S -,위치는 세나도 광장까지 걸어서 10분 정도이기에 좋습니다. 호텔 직원들 친절하고 좋으나 처음에 방에 담배 냄새도 나는 것 같고 특히 날이 추운것 같은데 에어컨 기능만 있고 히팅이 없길래 아이들 때문에 히터를 가져다 달라고 했으나 알았다고 하고는 안 가져다 줌. 그 외에는 다 좋았음. 공베이로 돌아갈때는 걸어서 10분거리에 있는 소피텔에 있는 셔틀 사용하니 편리했음.,3.5/5
39,Macau Hotel S -,위치는 평지고 택시 잡기 편한 길에 있어요.뒤에 있는 언덕 쭈욱 올라가면 문화유산 관광 가능하구요. 3성급에 비해 직원들도 친절하고 객실도 넓었어요. 하지만 첫째날 어매니티에서 비누를 빼놓고 주셨고 방문이 얇은 편이에요. 복도와의 방음이 잘 안되어서 첫째날 어떤 중국인이 복도에서 떠드는 바람에 새벽에 깼습니다. 낮에는 복도관리를 하셔서 담배냄새가 안나는데 밤에는 복도 문 열면 누가 담배 몰래 피웠는지 담배냄새가 났어요. 다만 직원분들은 정말 친절했습니다!,3.5/5
40,HOTEL S,,5/5
41,Hotel Fortune,TERRIBLE ENVIRONMENT!! DIRTY AND NOISY. U CAN SMELL SMOKE EVERYWHERE,1/5
42,Hotel Fortune,"An old hotel with relatively big suites, but their beds are rock hard, and their bathroom shower lacks pressure, whilst supplying hard water; the complimentary hair conditioner doesn't help one bit. …",2/5
43,Hotel Fortune,,2/5
44,Hotel Fortune,The room is small.,3/5
45,Hotel Fortune,Low price hotel,3/5
46,Hotel Fortune,"""位置好找"", among the casinos, in the central area, not a bad choice",3.7/5
47,Hotel Fortune,"작은 로컬카지노가 있습니다. 여기에는 엄청난 인파로 가득합니다. 카지노 구경도 하나의 볼거리입니다. 주변에 관광지가 여러 곳 있어서 관광하기에도 불편함이 없습니다. 다만, 시설대비 숙박 가격이 좀 비싼 편입니다.",3/5
48,Hotel Fortune,"(Translated by Google) Sauna on the fifth floor, pole dancing, good lady
(Original)
五楼的桑拿，钢管舞，小姐不错",3/5
49,Hotel Fortune,房間小，裝潢舊，周遭交通不是很方便，酒店門口搭計程車都隨便喊價，十幾分鐘車程喊到200澳幣，千萬要問清楚才搭車。,3/5
50,Hotel Fortune,,3/5
51,Metropark Hotel Macau,Everything clean and good. Great professional staff! They made available the gym rest room to change my wet clothes before to leave the hotel. Thanks a lot.,5/5
52,Metropark Hotel Macau,"Excellent location, very clean, comfortable bed and good service. Very surprising value on Macau side.",4/5
53,Metropark Hotel Macau,Beautiful hotel and very good restaurant with Portuguese and international buffet for lunch. Really delicious and everything in an upscale location.,5/5
54,Metropark Hotel Macau,Overrated hotel. The staff seems confused all the time and are not as kind as previous experiences such as other hotels I have been in Hong Kong and Macao. Breakfast is also not very good. The only compliments I can make about the hotel is the room being well cleaned and confortable. I do not recommend.,2/5
55,Metropark Hotel Macau,Lovely Small hotel. Seems relatively new. Good service. Nice interiors. Neat bedroom and bathroom,5/5
56,Metropark Hotel Macau,"Good hotel, New revamped with reasonable price in Mac2",5/5
57,Metropark Hotel Macau,Stay is really nice.When we faced a hospital case they helped us a lot.Really nice.But food is not up to expectation.Really loved service.,5/5
58,Metropark Hotel Macau,"We have had noce dinner here when we went group tour, the roasted duck menu is worth to try",3/5
59,Metropark Hotel Macau,best place to stay in Macau,5/5
60,Metropark Hotel Macau,Beautiful rooms & very nearest place to watch all Macau,5/5
61,城市客棧 City Inn,"(Translated by Google) As a quick hotel, the City Inn is pretty good, and the hygiene is very good. I prefer their luxurious suites, as a family can live in. The most important thing is that it is very close to the attractions of the St. …",5/5
62,President Hotel,Service from all staff varying from reception to cleaners were all terrible. Restaurant on 4th floor looked abandoned so didnt try it. Only good thing is that its close to shops and the mall.,1/5
63,President Hotel,"(Translated by Google) Successful online credit card said that there is no way to ask for a card without a positive card. As a result, the bank still deducted my money. It is a deceptive hotel. …",1/5
64,President Hotel,,1/5
65,President Hotel,"(Translated by Google) It is cheap, but the bed was a very soft and comfortable hotel. …",2/5
66,President Hotel,Good location,3/5
67,President Hotel,"(Translated by Google) Service okie
(Original)
Service okie",3/5
68,President Hotel,"(Translated by Google) Small room, air conditioning
(Original)
房间小，空调响",3/5
69,President Hotel,,3/5
71,President Hotel,"(Translated by Google) Convenient transportation, nearby entertainment field
(Original)
交通方便，有附近娛樂埸",4/5
72,Hong Thai Hotel,,1/5
73,Hong Thai Hotel,"(Translated by Google) The bathroom is very thin
Renting on holidays, the price is very expensive
The room is very thin, wifi is very poor …",2/5
74,Hong Thai Hotel,"(Translated by Google) Waited quite a while
(Original)
かなり待たされた",2/5
75,Hong Thai Hotel,Food was good. Service very bad and rude. Not Thai like,3/5
76,Hong Thai Hotel,"(Translated by Google) The restaurant of a 2-star hotel in the center of Macau has medium-to-high food standards and affordable prices. After eating, you can visit the foot bath or massage on the 1st floor of the Yao to spend an afternoon …",3/5
77,Hong Thai Hotel,,3/5
82,7天优品酒店,"(Translated by Google) Very strange room type, may not be a hotel before, later changed, the sanitary conditions are general, the service is OK. …",2/5
83,7天优品酒店,"(Translated by Google) The most economical room, located on the high floor, although it is the cheapest, but it is spacious, clean, and the space is not small, but the luggage should not be fully open, the staff here is friendly and …",4/5
84,IU Hotel Zhuhai Gongbei Light Rail Station,"(Translated by Google) No problem with the decor, but the location of my room is very loud and vocal 605. I stayed in a different room for 3 nights. Every night and in the morning, some of the guests had a big noise and no quality! …",1/5
85,IU Hotel Zhuhai Gongbei Light Rail Station,Not good budget hotel,2/5
86,IU Hotel Zhuhai Gongbei Light Rail Station,Good location. staff cannot speak English. It is clean and the service a little poor.,3.5/5
87,IU Hotel Zhuhai Gongbei Light Rail Station,"The location is near the high-speed train terminus. The room is large enough with neat bed and toilet.,""交通方便"",""干凈衛生"",""位置好找""",3.7/5
88,IU Hotel Zhuhai Gongbei Light Rail Station,,3/5
89,IU Hotel Zhuhai Gongbei Light Rail Station,"The hotel is close to the Gongbei Port, takes only 5-10 mins by taxi or 15-20 mins by foots. The room is clean in general and is bigger than our expectation. The price is worth for it. …",4.3/5
90,IU Hotel Zhuhai Gongbei Light Rail Station,"good place to rest, clean and convenient and very good value",4.5/5
91,IU Hotel Zhuhai Gongbei Light Rail Station,"(Translated by Google) The environment is quiet, the room is clean, and it is convenient to eat around. It is very close to Gongbei Port and Zhuhai Railway Station. …",4/5
92,IU Hotel Zhuhai Gongbei Light Rail Station,,4/5
94,Artyzen Grand Lapa Macau 澳門雅辰酒店,The cafe is great and reasonable price.,4/5
95,Artyzen Grand Lapa Macau 澳門雅辰酒店,"Pretty and cute front desk staffs.
Warm and nice in room services. Beautiful and relaxed resort facilities.
Fantastic staycation experience.",5/5
96,Artyzen Grand Lapa Macau 澳門雅辰酒店,Staying at The Grand Lapa was definitely worth our while. I was there with my 6 year old son and we had star treatment from the day we arrived to the day we left. We got free a free upgrade on our room and a really late check out on our …,5/5
97,Artyzen Grand Lapa Macau 澳門雅辰酒店,"I attended my friend wedding in this hotel, foods were served in buffet.
There are variety of food, including sushi, seafood, meat, dessert and more.
The food never run out, they are always resupplied.
Great for party with many guests",4/5
98,Artyzen Grand Lapa Macau 澳門雅辰酒店,"Great stay, Front Office DM Gary & Patrick are helpful and great",5/5
99,Artyzen Grand Lapa Macau 澳門雅辰酒店,It's been renovated since the last time that I was there. The customer service is REALLY good and I would give it five stars if it wasn't that my non smoking room kept smelling as smoking because it came from the hallway. The casino …,4/5
100,Artyzen Grand Lapa Macau 澳門雅辰酒店,"This hotel is very central & easy to walk to many places. Staff are very friendly, rooms are clean & very comfortable. Really enjoyed our stay would go back again if ever in Macau",5/5
101,Artyzen Grand Lapa Macau 澳門雅辰酒店,"Only a 10 min walk from the Ferry Terminal. Room was perfect, service was great. Seafood buffet was amazing! Gym and swimming pool were great. When we stayed they were doing some renovation to the exterior of the building, but didn't affect our stay too much. I would come again if I had the chance.",4/5
102,Artyzen Grand Lapa Macau 澳門雅辰酒店,"I would definitely recommend this place to anyone. The resort is beautiful, excellent amenities and helpful people. Edgar(concierge) and Ariel at the reception were always ready with the best service and a smile. Our kids enjoyed their stay …",5/5
103,Artyzen Grand Lapa Macau 澳門雅辰酒店,"Amazing hospitality. Food is excellent, rooms are gorgeous with resort view, and the staff is soo customer friendly and helpful. We stayed 4 nights, totally worth it. Breakfast was good, everything was well managed. Specially a big thanks …",5/5
104,Inn Hotel,"I stayed here for a week. It was a cheaper option for the time I stayed. I was surprised when I entered my executive room. It was spacious, modern and super clean. The room was located on the 18th floor so I had great views and could see …",5/5
105,Inn Hotel,"Affordable prices, stuffs are also kindly to customers, the Hotel also offer shuttle buses to casinos in the main Island, very good hotel!",4/5
106,Inn Hotel,They have the best service. They provide a handy phone which you can use during your stay. The room is spacious and clean. Feels like ur at home. They also have free shuttle bus. Good location since it's near the casinos. MUST STAY.,5/5
107,Inn Hotel,"Afternoon Tea is nice and Economy for Family Gather, not only lunch time, tea time. also available for dinner time, here Inn Hotel provided three special set menu for 3 period.",5/5
108,Inn Hotel,"Free room upgrade on Birthday. Good Service. Have 24hrs supermarket near, convenience",5/5
109,Inn Hotel,Very spacious and clean room. Simple but good breakfast. Relatively cheap in the area,5/5
110,Inn Hotel,This hotel is at a walking distance from the Venetian or City of Dreams (where the house of dancing water show happens). The hotel is OK and clean. Didn't have much options for breakfast but it was OK.,3/5
111,Inn Hotel,"Average budget hotel in Macau. Double bedroom was large and clean. However, the shower amenities were a bit old. Wifi connection was not stable. The hotel provide free shuttle bus to the ferry pier and Macau Peninsula.",3/5
112,Inn Hotel,"One cheaper option in Macau, locate in the residential area, 10minutes walk to the cuaha street. However, there is no shuttle bus from pier/airport and not much information about the buses. Breakfast is too basic and the free late night food is not in this hotel. Overall not so recommended",4/5
113,Inn Hotel,They provided a mobile phone that you can use and it has free data. The place is very accessible because you can see it from the rotonda/roundabout.,5/5
114,Emperor Hotel,"“Renovated Emperor is fresh and new.” said Jimmy. The pool and the recreation area are spacious and comfortable. The huge shower area, hot tub, and cool tub are all there. A central lighting system controls every kind of lights. All you need to do is enjoying the relaxing atmosphere in Emperor Hotel.",3/5
115,Emperor Hotel,Dissaster!!!!!!!!!!!!We are really disappointed with the way they treat us 😡😡😡 We booked in your hotel to enjoy and celebrate the birthday of our friend but we end up checking out in 2am. Poor customer satisfaction. We will not recommend your hotel. Bad service!!! 😡😡😡,1/5
116,Emperor Hotel,"Stayed here for 3 days. Overall experience was okay.
They arrange a non smoking level but yet you will still smell cigarratte on the corridor which is alright for me. …",4/5
117,Emperor Hotel,I stayed for one night and experience was average. The room had its own living area with additional TV to bedroom. Overall clean but slightly dated. Breakfast included but selection poor. Location wise Hotel is good.,3/5
118,Emperor Hotel,Quite good service here... free drinks ...snacks & fruits at the hotel room.. recommended...,5/5
119,Emperor Hotel,We have a great experience in Emperor Hotel. With free shuttle service from ferry terminal. The hotel is very accessible and surrounded with Casino's. Price of rooms are very affordable. Rooms are clean and spacious.,4/5
120,Emperor Hotel,"It's not a good experience to stay here. First of all, all their Superior room has No king/queen size bed with non smoking. If you want a big bed then they only offer you smoking room for superior. And, no gym facility here.",1/5
121,Emperor Hotel,"This hotel is not bad at all: the room is BIG, price reasonable (for HK$ 720, I got this large room with breakfast for two), location convenient etc.",4/5
122,Emperor Hotel,"Just don't choose hotel room under 18th floor.. I myself choose 14th for first night it's like a haunted one. Humid carpet, smokey",4/5
123,Emperor Hotel,"A little run down hotel which definitely needs a complete renovation. The housemaids do a good job in keeping it clean though.
Carpet in my room was really dirty and filthy. …",3/5
124,Waldo Hotel-东A,"Really enjoyed my time at the Waldo, had great views of Macau from my room and had excellent comfy sleep each night of my stay..",4/5
125,Waldo Hotel-东A,Ok… A old fashion hotel but you'll get what you needed,4/5
126,Waldo Hotel-东A,Big big room.. But check in time 3pm..very very late.. Makes unconvinced,4/5
127,Waldo Hotel-东A,Amazing wiew but only see on pictures,5/5
128,Waldo Hotel-东A,Used to be my work place back in 2004-2008. The very first Galaxy Casino in Macau started in this Hotel featuring 5 floors of VIP action.,4/5
129,Waldo Hotel-东A,Nice room. Very friendly and helpful staffs.,4/5
130,Waldo Hotel-东A,Nice hotel. Good view,5/5
131,Waldo Hotel-东A,THE ROOM IS BIG,4/5
132,Waldo Hotel-东A,Nice food,4/5
133,Waldo Hotel-东A,Nice casino,4/5
134,五洋酒店,,5/5
136,Hotel Metropole,Amazing hotel. Nice location in town. Very clean hotel. The family suit was amazing. The breakfast also was a delight. Will b back again.,5/5
137,Hotel Metropole,Convenient location for Macao visitors to check out the city and enjoy some shopping. The breakfast restaurant at the ground floor is average and could have done a better job in the service department. They were lacking in customer …,4/5
138,Hotel Metropole,"I like this hotel, very good location for tourists, very clean rooms, good customer service and restaurant inside. Thanks Metropole Hotel!",5/5
139,Hotel Metropole,"It's a convenient and nice hotel. The price was worth it. The room they gave us is nice, yet they're some noises like the construction sites. Their breakfast is good. It also has shopping malls nearby, and my favorite fast food restaurant, …",4/5
140,Hotel Metropole,"First of all location is great, and comfort but this is an old hotel, if you can take old style it is good choice.",4/5
141,Hotel Metropole,Good and decent place. Clean. Very convenient downstairs,4/5
142,Hotel Metropole,Excellent location. Good room. Bathtub. Good service. Breakfast can definitely improve but overall is a great choice to explore the city.,5/5
143,Hotel Metropole,"Comfortable and clean hotel. Around 600m to historic places like Ruin St Paul's Church, Monte Forte, Macau Museum etc.",4/5
144,Hotel Metropole,Nice big rooms. Clean. Good facilities,5/5
145,Hotel Metropole,User friendly hotel... quite advanced.,4/5
146,Grand Dragon Hotel,It was terrible. Entire building was on the construction and surrounded by huge fence. So there was no sunshine and I can't see anything outside through window. (I stayed 11th floor) …,1/5
147,Grand Dragon Hotel,"Useless staff, non existing services.... Really bad",1/5
148,Grand Dragon Hotel,Horrible. Smells mold. Bed is like a piece of wood. Everything is very old.,1/5
149,Grand Dragon Hotel,"(Translated by Google) Hard hardware is not good
(Original)
硬體設備不好",1/5
150,Grand Dragon Hotel,"(Translated by Google) Very disappointed over an hour to find a hotel under construction woke up at 8 am in the morning.
hear pierced walls …",1/5
151,Grand Dragon Hotel,"(Translated by Google) The sound was noisy because it was under construction
(Original)
공사중이여서 음청 시끄러웠음",1/5
152,Grand Dragon Hotel,,1/5
154,Grand Dragon Hotel,"(Translated by Google) Small room, outdated facilities
(Original)
房细，设施陈旧",2/5
155,Grand Dragon Hotel,"(Translated by Google) Ordinary old hotel
(Original)
普通舊酒店",2/5
156,Holiday Inn Express Macau City Centre,I have stayed here twice. Very good pricing ( perhaps it's because the number of visitors coming to Macau has been hugely declined during covid-19). It's also in a pretty convenient location where you can easily reach every corner of the …,5/5
157,Holiday Inn Express Macau City Centre,"An outstanding Holiday Inn Express. Service is meticulous and room size is larger than expected. Our room has a full-size closet, two desks and two bedside tables. Only the TV is quite small. Breakfast is also excellent including a selection of hot dish and buffet table.",5/5
158,Holiday Inn Express Macau City Centre,"Strongly recommend to budget traveller.
Small but clean, WiFi access.
Very close Macau down town …",5/5
159,Holiday Inn Express Macau City Centre,"Best location
Reasonable price and good quality
The staffs are perfectly nice and kind too",5/5
160,Holiday Inn Express Macau City Centre,I had a very positive experience throughout my stay and was able to leave for work each morning refreshed and energised. Thank you!,4/5
161,Holiday Inn Express Macau City Centre,"I was curious of the newest hotel, and with it's price- it definitely a go for me and my friend to try. the space is not so big but the cleanliness and and style is very good. …",5/5
162,Holiday Inn Express Macau City Centre,"This hotel is great if you want a clean simple efficient place in Peninsula area. It’s well connected to the airport, the ports, and cotai area by public transportation. Well appointed and smarted designed rooms. Very good elite member recognition. Just keep in mind that beds are kinda small for international standards.",5/5
163,Holiday Inn Express Macau City Centre,"The new Holiday Inn Express, City Centre is a wonderful addition to the hotel scene in Macau. …",5/5
164,Holiday Inn Express Macau City Centre,"I arrived right after the noon time, the room is ready for check-in, the staffs in the front desk are friendly and able to speak English, Mandarin",5/5
165,Holiday Inn Express Macau City Centre,"The hotel is newly opened, the location is good, staff are nice, room is clean, wifi is fast. Everything is good enough.",5/5
166,Rio Hotel,clean and comfortable room,4/5
167,Rio Hotel,"Nice hotel with grand lobby area to welcome guests. Room is clean n big, n has big bathroom with both tub n standing shower area. The bed mattress is a little hard for my liking. Convenient location with eateries n massage/foot reflexology place nearby.",4/5
168,Rio Hotel,"This hotel is amazingly located in heart of the city. It is very cleanly maintained and rooms are very spacious. For entertainment, there is in-house casino in the restaurant along with other amazing services such as Spa and infinity pool. Do NOT miss their spa experience which is worth every penny",5/5
169,Rio Hotel,"We got a very nice room! 😊
The family room's wide, clean, has comfortable beds, and bath tub. The room really worth the price (or maybe beyond the standard if compared to other hotels' !) …",5/5
170,Rio Hotel,"Great hotel. The service
was exceptional for the price. Would’ve been 5 stars if the shower didn’t go scalding hot for no reason every 2 minutes.",4/5
171,Rio Hotel,Hello everyone.. I am writing this article to share my feelings about this place.. …,4/5
172,Rio Hotel,"Found 5 bed bugs in my bed. Caught them and flushed them down the toilet. Since it was late in the night, I waited until earlier morning to inform the front desk. I was disappointed that management was not willing to even provide partial …",2/5
173,Rio Hotel,One of the nice hotel to stay. Nice and big rooms. There is a casino in the hotel and you can drink as much water as you want which is good to keep yourself hydrate. And there is a no smoking policy in the casino which is again good for non smokers.,4/5
174,Rio Hotel,Just Arrived for three day stay in late October my first impressions need to be posted. …,3/5
175,Rio Hotel,"What a beautiful hotel, photos dont do justice. Our room was so spacious and when booking through agoda we got a really good price. Although my partner and I didn't really enjoy our visit to Macau this hotel really made up for it!",5/5
176,Hotel Golden Dragon,A gambler's paradise,4/5
177,Hotel Golden Dragon,"Great for an overnight stay, affordable 4 Star quality rooms, food is 2 Stars at best",4/5
178,Hotel Golden Dragon,Slightly old design but with all great facility. Nice and clean. Convenient within all casino / spa and walking distance to fisherman wart . Great place to stay.,4/5
179,Hotel Golden Dragon,"Booked commercial suite for the family of 4,went to supermarket to get some juice and ice cream...realize that the cup and saucer were stained 😥😥😥😥😥",4/5
180,Hotel Golden Dragon,"The staff is courteous n friendly. The rooms are really good. Located right within close proximity of the Macau ferry terminal, this place is good for stay.",4/5
181,Hotel Golden Dragon,"Good hotel. I can recommend
Positive: …",5/5
182,Hotel Golden Dragon,"Stayed here for 2 nights 3 days!!! Trust me the hotel staff is very rude, not at all co-operative and manner less. Definitely never again to be here nor can suggest anyone about this place. HOPE THE MANAGEMENT READS THIS AND GETS BETTER!! (Atleast to ease other tourist)",1/5
183,Hotel Golden Dragon,"Old hotel but very close to the ferry terminal, room condition is still ok, so does everything else, typical of old hotel luck sometimes needed as in my case where my room's ac was not too cold but our other room was very cold. Did not try …",4/5
184,Hotel Golden Dragon,Nice buffet.. very delicious smoke duck and pumpkin..,5/5
185,Hotel Golden Dragon,Superb. Very nice and clean and very affordable too.. i would love to go back next time.,5/5
186,Hotel Royal Macau,"When I check in, I provided my booking confirmation through agoda, the staff said that no record found, took abt half and hour only can find my booking, very disappointed",1/5
187,Hotel Royal Macau,The food is absolutely not for Indians. Do not try any non vegetarian palates as the taste will not be to your liking.,1/5
188,Hotel Royal Macau,False advertising on odering breakfast meant that we unable to have it as planned. Service not customer focused just blamed Agoda.,1/5
189,Hotel Royal Macau,"The HR manager should be fired for the way he answers the phone to people's questions, rude and poor cultures person.",1/5
190,Hotel Royal Macau,Thieves. Typical Mainland Chinese scammers. Billed me for two rooms. Refusing refund. Avoid.,1/5
191,Hotel Royal Macau,"(Translated by Google) It takes 40 minutes to check in. $ 700 rent and $ 1000 deposit. If you use a credit card, you will be charged, and when you receive the bank notification, you will be charged. Will not go again. …",1/5
192,Hotel Royal Macau,"(Translated by Google) It seems to have been a good value hotel in Salta Tour.
The drawer door just fell off and hit my foot.
No matter how heavy you sleep, you can't walk and walk. …",1/5
193,Hotel Royal Macau,"(Translated by Google) Sucks! The service is so bad! Call them to help us call the ride! And he said no after telling us. Asked if they are there? They said it! I have been waiting outside for 20 minutes or not! Nor bird, we are really …",1/5
194,Hotel Royal Macau,"(Translated by Google) I will not refund the room if I do not go back again and I will not refund my money even if I hold another room, and the drainage facility is really uncomfortable. I do not have water so I can get water every time and …",1/5
195,Hotel Royal Macau,"(Translated by Google) Going out too tired, but also climbing
(Original)
出门太累了，还要爬坡",1/5
196,Grandview Hotel Macau,I had a problem with my reservation. It didn't go through to the hotel from my booking agency. The hotel staff worked with the agency to sort everything out while we enjoyed our stay. Very clean well kept hotel. Great location and exceptional staff. Do recommend this hotel.,5/5
197,Grandview Hotel Macau,"I stayed there for a night and it was amazing. The room is clean. Nice interior design. It's near to a 7-eleven convenient store if you want to buy past midnight. Also, near to Macau International Airport. I hope they have universal socket plugs because theirs is different that I'm not familiar of.",4/5
198,Grandview Hotel Macau,"The staffs are accommodating, and the breakfast buffet is great. However, I did not quite enjoy the eggs being served a the egg corner, the chef was nice though. There is a 7/11 store and money changing store just in front of the hotel, and shuttle busses are available for the guests.",4/5
199,Grandview Hotel Macau,A very good 4 star.. Good Architecture. It's very royal plush..,4/5
200,Grandview Hotel Macau,we booked the hotel few months in advance and ask for non smoking floor. we got there check in and when we got in the room we were quite shock. the room has strong smoke odor and they place us in the smoking floor. …,2/5
201,Grandview Hotel Macau,Cool and clean. Can't open windows. I had a great view over whole area.,5/5
202,Grandview Hotel Macau,Nice hotel. Provides complimentary airport pick and drop in scheduled bus service. Great meals.,4/5
203,Grandview Hotel Macau,"We stayed there for two nights. Relatively cheaper than the other hotels in Macau. Clean and comfortable. It is situated in Taipa, walking distance to the Taipa square for delicious food and to several bus stops that can take you to Macau …",4/5
204,Grandview Hotel Macau,"Christmas dinner here, nice service.",5/5
205,Grandview Hotel Macau,A good cosy hotel in the Gambling centre of Macau. The small island of Macau has only Casinos and hotels. It is a tourists paradise and imaginably costly.,4/5
206,澳門萬龍酒店,"(Translated by Google) Chinese Restaurant-Wan Longxuan has a bad impression. There are too few waiters, and the snacks are cold. …",2/5
207,澳門萬龍酒店,Old classic,3/5
208,澳門萬龍酒店,,3/5
213,澳門萬龍酒店,"Unasuming, but I stayed in the queen room and it's pretty shumazing",4/5
214,澳門萬龍酒店,"(Translated by Google) The hotel was refurbished, the rooms were large enough, and the room rate was 600 yuan a night. …",4/5
215,澳門萬龍酒店,"(Translated by Google) New decoration, you can stay for one night and feel it.
(Original)
全新裝修 可以住一晚感受下",4/5
216,Hotel Lan Kwai Fong Macau,Really enjoyed this hotel. A bit of a way from main tourist areas but still spacious well maintained rooms.,5/5
