,hotel_name,review,rating
16,Hanoi Golden Holiday Hotel,"This hotel is amazing!! Service was Excellent, very kind and generous. The Breakfast is rich and very tasty. The rooms are clean and smell wonderful.As soon as we arrived we received a glass of juice and fruits. Later we received a detailed …",5/5
17,Hanoi Golden Holiday Hotel,"Wonderful location with very decorated and appointed rooms.
The breakfasts are wonderful, and fresh hot tea and coffee are available all day for free. …",5/5
18,Hanoi Golden Holiday Hotel,"I was so pleased with my stay at this very well-located hotel. The room was large, clean and of a high standard, with a very comfortable bed. I loved coming back to relax and rest after a busy day of walking, exploring and eating my way …",5/5
19,Hanoi Golden Holiday Hotel,very clean. breakfast is unbelievable from passion fruits to omlets and pancakes made how you like them. amazing options. staff very friendly and helpful. rooms very clean and high standard. recommended!,5/5
20,Hanoi Pho Hotel,"Don't recommend this hotel at all. Very small room comparing on the photos. I booked two connection rooms for 4 people but when we checked in, we got only 1 room for 4 people. They are cheating. And the breakfast, we have 11 people but only …",1/5
21,Hanoi Pho Hotel,"Bad description / bad service / bad facilities
The places is not describe as what it is! …",1/5
22,Hanoi Pho Hotel,"The hotel has friendly staffs and they're always so. But the facility is not very clean. Further, and the biggest problem of the hotel is, the rooms are not sound proof. There was noise from the passage as well as from the streets. Couldn't even sleep properly the whole night.",1/5
23,Hanoi Pho Hotel,Don't be fooled by the photos!! Rooms are awful and have no windows. Avoid like the pest,1/5
24,Hanoi Pho Hotel,"(Translated by Google) There is no dissolution ceremony
(Original)
Không có lễ tan",1/5
25,Hanoi Pho Hotel,"(Translated by Google) We booked a superior and they put us in a zulito. The room was not clean, there were hairs everywhere, the shower head was broken and the parquet leaked water continuously. …",1/5
26,Hanoi Pho Hotel,(Translated by Google) Worst shower room No condensation Air conditioning Not cool …,1/5
27,Hanoi Pho Hotel,,1/5
28,Hanoi Pho Hotel,,1/5
29,Hanoi Pho Hotel,,1/5
30,Hanoi Old Decade Hotel,,1/5
31,Hanoi Old Decade Hotel,Very very very old,3/5
32,Hanoi Old Decade Hotel,,3/5
33,Hanoi Old Decade Hotel,It was good hotel . good staff and very kind,4/5
34,Hanoi Old Decade Hotel,Good hotel,4/5
35,Hanoi Old Decade Hotel,"(Translated by Google) Good service.
(Original)
Dịch vụ tốt.",4/5
36,Hanoi Old Decade Hotel,"(Translated by Google) Everything was good, but the pressure was a little strong …",4/5
37,Hanoi Old Decade Hotel,"(Translated by Google) Nice little hotel, comfortable bedding and really nice and helpful staff. …",4/5
38,Hanoi Old Decade Hotel,"(Translated by Google) Mandatory for every visit to Cologne
(Original)
Pflicht bei jedem Köln-Besuch",4/5
39,Hanoi Old Decade Hotel,,4/5
40,Golden Charm Hotel,In the maze of streets is located Golden Charm Hotel. A very non descriptive entrance but comfortable clean rooms. The staff were courteous but the only meal provided was breakfast. …,3.5/5
41,Golden Charm Hotel,"Absolutely the best service with unbeatable price.
Very good if your here for a short stay.
Hotel is conveniently located in the old quarter. Clean and with excellent/ …",4/5
42,Golden Charm Hotel,My stay here was comfortable and pleasant. The location of this hotel is quite central and its filled with a lot of eating options. There's a few convenience store around as well for water and others. The rooms itself was clean and …,5/5
43,Golden Charm Hotel,"Noisy rooms, cheap / uncomfortable beds, and pillows that were so full of cotton that your head would need to be at a 90 degree angle to sleep... I arrived at the hotel and immediately informed the front desk staff that I was unhappy with …",2/5
44,Golden Charm Hotel,Good budget hotel. In the market area of Ha Noi. Staff is cooperative. The door locks were damaged for our room. Ambience is not very good. The balconies are very small and cannot be used. Food is limited and has to be called from the kitchen regularly. It's an ok hotel for high price tag.,3/5
45,Golden Charm Hotel,We had already stayed in this very hotel from 27 Sep to 29 Sep 2019. Had checked out for only one day to avail the H***** Bay cruise. …,2.5/5
46,Golden Charm Hotel,"Pretty good location, the rooms and shower were alright. Air-conditioning was working fine and wifi signal was alright. Walking distance to lots of attractions and the staff were pretty helpful.",4/5
47,Golden Charm Hotel,We loved it to stay over there. The staff always make sure of our comfort. Special thanks to Ms.Ly who always been there for all kind of help and support. Thank you,5/5
48,Golden Charm Hotel,"Beautiful boutique hotel in the old quarter of Hanoi. Owner also offers trips to North Country of Vietnam. Pagottas, watts, rice terraces, old villages. Its the best part of being in Hanoi.",5/5
49,Golden Charm Hotel,We stayed here as a family twice during our visit to Vietnam. The complimentary breakfast was one of the better that we have had while on our travels. The rooms are well appointed with good bunk beds and TVs with good channel options for …,5/5
50,Arowana Hotel,". phòng xuống cấp, mùi ẩm mốc rất khó chịu. tôi mua xịt phòng để xịt mà vẫn ko thể hết được mùi ẩm mốc",1/5
51,Arowana Hotel,Nhân viên lễ tân không hề nở nụ cười với khách! Mặt thì xinh nhưng luôn đóng mặt lạnh! Ko có,1/5
52,Arowana Hotel,"không nóng lạnh, có gián trong phòng",1/5
53,Arowana Hotel,"This place needs maintenance, care and better management. The location is OK. Close to restaurants and shops.. Room smelled moldy. Toilet bowl is completely loose. Inside door handle broke while closing the door.",2/5
54,Arowana Hotel,The room was very moldy| noisy and the window is useless. Hotel is located in a very socially complicated area Nothing,2/5
55,Arowana Hotel,"trên sofa phòng 202 có cả cứt mũi, đèn ngủ hư, phòng nhỏ, khăn tắm vàng dơ, ga giường có mùi nặng, chỉ có 1 đôi dép. Phụ. wifi mạnh. thái độ nhân viên và phòng có mùi thuốc lá nặng",2/5
56,Arowana Hotel,"Phòng hơi nhỏ, thiết bị vệ sinh cũ quá... một số linh kiện đã huế hỏng Có nhiều điểm ăn uống giá cả bình dân",2/5
57,Arowana Hotel,Phòng không sạch sẽ. Nhân viên không nhiệt tình. Khó chịu với khách hàng Địa điểm tốt,2/5
58,Arowana Hotel,Không giống với hình trên booking chia sẻ,2/5
59,Arowana Hotel,The pillow is smelly| the small fridge doesnot work... and there is too much ants!! Will not come back.The sub area is Japanese-street so there are many Japanese restaurants. It is the only good point.,3/5
60,hanoi liberty hotel,"(Translated by Google) Rat la chan do dung nen di
(Original)
Rat la chan do dung nen di",1/5
61,NuSmile Homestay,"Miss Nu was very welcoming and friendly, Nu accomodated our flight requirements, my partner and I felt incredibly safe, and we were very well looked after here, our room was in a really great condition, we had a nice little balcony to sit on. We will miss you and your gorgeous family Nu!!!",5/5
62,NuSmile Homestay,Our stay was really great! The room is cozy and seems like being at home! The family is really nice and definitely would stay here again!!!,5/5
63,NuSmile Homestay,"Nice and clean rooms close to the markets and everything you need. Altough I didnt fall in love Hanoi itself, the stay at this homestay was delightful and is good place to start your journey through Vietnam. You'll be able to purchase local SIM (30d, 2GB per day for 8€) and Bus Tickets here",5/5
64,NuSmile Homestay,"Really amazing stay! so clean, so hospitable and Ms Nu goes above and beyond to ensure you have a comfortable stay. She also is a travel agent and can help you book things on your trip! …",5/5
65,NuSmile Homestay,"We couldn't expect more than what Nu offered to us. The room was clean and fresh, furnished and we'll equipped (AC, fan, essential oil diffuser), the bed linen clean and mattress confortable. …",5/5
66,NuSmile Homestay,"Super cute place in the heart of the Old Quarter in Hanoi. The host was really responsive, helpful, and kind. She helped us join day trips to Ninh Binh and Halong Bay that were both very well organized with a lot of activities and just enough time for everything. Highly recommended!",5/5
67,NuSmile Homestay,We felt very welcomed by Nu and her family. W ehad booked another room but once upon arrival we were informed we could sleep in a bigger one for one night without charge because of some booking things. The room was very clean and …,5/5
68,NuSmile Homestay,"Two friends and me spend a couple of nights at Nu's place and it was a great choice, she was very helpful and kind. Plus great location. Totally recommend it 👍",5/5
69,NuSmile Homestay,"Stayed for just one night, would loved to have booked in for longer. Lovely host family with very warm welcome. Very enjoyable.",5/5
70,NuSmile Homestay,"Ms. Nu was very helpful! Cheap prices and she helped with everything. The breakfast is cheap but nothing more than some ramen, jam and bread or an omelet. Right in the old quarter, just a 10 minute walk to Hoan Kiem lake. one thing is that they dont have walk in showers, just a hose in the bathroom",5/5
71,Queen Light Hotel,The receptionist/ owner cancelled our booking at 11:30pm is unacceptable. I dont know how you could expect us to run around the city and look for a place to sleep? I stayed here a few times and I like it as its nice and neat but be careful as you might end up sleeping on the street it is scary!,1/5
72,Queen Light Hotel,"(Translated by Google) Price is not clear, quality is poor, old ks.
(Original) …",1/5
73,Queen Light Hotel,"(Translated by Google) underground customer service
(Original)
unterirdischer Kundenservice",1/5
74,Queen Light Hotel,,1/5
75,Queen Light Hotel,,1/5
76,Queen Light Hotel,,1/5
77,Queen Light Hotel,"(Translated by Google) Hotel very cheap, staff friendly, small room, bathroom dirty view not intoxicating, breakfast Okay …",2/5
78,Queen Light Hotel,"(Translated by Google) Old building. Tasty breakfast.
(Original)
오래된건물. 맛없는조식.",2/5
79,Queen Light Hotel,,2/5
80,Queen Light Hotel,,2/5
81,Golden Time Hostel 3,"Friendly staff, but the place is horrendous to stay. We only lasted one night, and that was because we arrived at midnight! There is no sound proof in the room so you can hear people coming and going all night long. A random window from our …",1/5
82,Golden Time Hostel 3,Unfortunately I can't give this place less than 1 star which it deserves. the staff are friendly but the place is a joke when we got there it took 20 minutes to find the correct room(someone had lost the key the previous week to our room) …,1/5
83,Golden Time Hostel 3,Awful experience.dirty and not confy.DONT GO IN HERE,1/5
84,Golden Time Hostel 3,This place is funny. We got a room with a view to the toilet. Toilet itself stinks and was very dirty. Would never stay there again.,1/5
85,Golden Time Hostel 3,"(Translated by Google) The room is ok, but for some reason, the receptionist will lock the left door outside in the morning. Phone calls are busy. I'm in a hurry to finish my work 🥲 …",1/5
86,Golden Time Hostel 3,"(Translated by Google) We are on the 4th floor. Have the feeling that the beds are sagging. WiFi is terrible, rather ... NO WIFI at all. Fridge does not work. Expected more. …",1/5
87,Golden Time Hostel 3,"(Translated by Google) If I have not met any hotel but booked in advance until check-in, it is said that due to the high price, I want to pay, then I will pay for the reservation. …",1/5
88,Golden Time Hostel 3,"(Translated by Google) TOO DOO TOO TOO TOO !!!
(Original)
QUÁ DƠ QUÁ TỆ QUÁ HÔI!!!",1/5
89,Golden Time Hostel 3,,1/5
90,Golden Time Hostel 3,,1/5
91,Hotel Bel Ami Hanoi,"Good location as it’s closed to the centre, easy to access tourist attractions. The toilet is clean and room is exactly like in the picture.",5/5
92,Hotel Bel Ami Hanoi,"Fantastic service. What a bargain! Bustling area a little out of the old town. More locals, great coffee shops nearby. A nice change from seeing tourists non stop! Extremely attentive staff. Very helpful and caring. Thanks again!",5/5
93,Hotel Bel Ami Hanoi,"We've spent our first 2 nights here in Vietnam in this greate Hotel.
It's really cheap and the rooms are clean and have what you need. But the best on this Hotel is the service, the people here helped us a lot. They do everything …",5/5
94,Hotel Bel Ami Hanoi,"Plus:
Close to markets and old quarter
Bathroom and sleeping room clean and nice …",3/5
95,Hotel Bel Ami Hanoi,Ok,5/5
96,Hotel Bel Ami Hanoi,"The staff was very nice. The breakfast was very kindly served, the room is very clean,",5/5
97,Hotel Bel Ami Hanoi,"It's a given that this place is cheap and clean, but i think that are other hotels that can easily match. It's a little further away from the old quarters centre. The rooms and dining area are different from the photos on the hotel website. …",1/5
98,Hotel Bel Ami Hanoi,"The morning staff are always smiling and open, very attentive service, great breakfast, clean rooms daily, very good",5/5
99,Hotel Bel Ami Hanoi,I don't usually complaint about places. Specially because I work in the same industry. …,1/5
100,Hotel Bel Ami Hanoi,Nice place to stay.,4/5
101,Rising Dragon Estate Hotel,"BAD HOTEL. All round bad hotel. Incompetent staff. We booked 2 rooms but when we arrived the staff tried putting us all into 1 room and made us feel awkward for insisting that we have 2 separate rooms. On top of that, the day before we …",1/5
102,Rising Dragon Estate Hotel,"We were supposed to stayed in this hotel for one night in april.
We choose this particular hotel because we knew that we were supposed to arrive late and the reception was supposed to be open 24/7. …",1/5
103,Rising Dragon Estate Hotel,Housekeeping still from fridge my food....,1/5
104,Rising Dragon Estate Hotel,"(Translated by Google) Very bad hotel. They have rats in the kitchen and the bathrooms are pretty dirty. During the break between the trip from Sapa to Ha Long Bay we had to give us a room, even though the site was that they had rooms free, …",1/5
105,Rising Dragon Estate Hotel,(Translated by Google) Not recommendable. Dirty room and mess with the name of the hotel. For the same price you will find in the area very good hotels. Strange story with Zimmerupgrade (not to be fooled). …,1/5
106,Rising Dragon Estate Hotel,,1/5
107,Rising Dragon Estate Hotel,,1/5
108,Rising Dragon Estate Hotel,"Very cheap but very worrying. The hotel had two names, room and whole building was very old, the staff were very helpful. I will not stay in this hotel in the future. Not suitable for sole travel, the local was in a maze",2/5
109,Rising Dragon Estate Hotel,"The rooms look nothing like the pictures. Everything seems to be falling apart, including our sellotaped floorboards. There was also matresses in the hallway and was really unclean. I booked 2 rooms for 3 nights, and they asked if we could …",2/5
110,Rising Dragon Estate Hotel,"(Translated by Google) The number did not match the stated in the photographs and description on the booking. The room was a category superior.
The location of the hotel is excellent. Comfortable bed. Very polite and helpful …",2/5
111,Golden Wings Hotel,"(Translated by Google) Very good relation cost service
(Original) …",4/5
112,Golden Wings Hotel,,4/5
113,Golden Wings Hotel,,4/5
114,Golden Wings Hotel,This hotel was in a fab location for food and exploring the city. Staff were friendly and rooms clean and as u need them to be,5/5
115,Golden Wings Hotel,Nice room,5/5
116,Golden Wings Hotel,day la mot khach san tot,5/5
117,Golden Wings Hotel,"(Translated by Google) Welcome to 3 star hotel, go to buffet, room, hotel, restaurant staff ... Minh will be back in som nhat time! …",5/5
118,Golden Wings Hotel,(Translated by Google) Rested with friends in the period from 11/19/2012 to 11/21/2012. Very clean hotel and friendly staff. Good breakfast. Very good location. Small cozy rooms. …,5/5
119,Golden Wings Hotel,,5/5
120,Golden Wings Hotel,,5/5
121,Hanoi Rendezvous Hotel,Staff was friendly and kind. But room was very dirty and smelly. Bath towels were not clean and had some stains. Mosquito was flooding the room.,1/5
122,Hanoi Rendezvous Hotel,"I book Hanoi Rendezvous hotel because of convenient location. It is very close to some famous places that we have plan must go. Staff is friendly, helpful and very professional with smiling always. It is same for staff in restaurant for …",5/5
123,Hanoi Rendezvous Hotel,"It is very affordable and convenient as it is strategically located within walking distance to all the eateries and attractions. The room is clean, simple yet has everything you need. The staffs can speak fluent English and they are very helpful too! This hotel is perfect for budget travellers. We had an enjoyable stay.",5/5
124,Hanoi Rendezvous Hotel,"My flight landed after midnight but they sent a driver to pick me up. The hotel serves very good breakfast with multiple choices. When I had questions, I always got informative replies. Every staff is helpful. The lady, Wendy, helped me book a Halong Bay tour and a train ticket to Hue. Special thanks to her!",5/5
125,Hanoi Rendezvous Hotel,Well located position. Staff very friendly and helpful. But the bad fitting door to the balcony ment a lot of noise which started very early. Basic hotel but we paid a basic price so didn't have a problem. Enjoyed my over all.,3/5
126,Hanoi Rendezvous Hotel,"Wonderful, attentive staff who were on hand to help from start to finish. Very helpful when booking trips/excursions. Free breakfast is included and rather generous. Rooms were clean and spacious. Would happily come back again! 🌟",5/5
127,Hanoi Rendezvous Hotel,"Thoroughly enjoyable. Delicious breakfast, large room with all amenities working.
Efficient, friendly , honest staff and location hard to beat. The quiet balcony …",4/5
128,Hanoi Rendezvous Hotel,Decent hotel with nice staff. Also the price is very good for what you get. Although we felt a little pit pushed to book a tour with them.,4/5
129,Hanoi Rendezvous Hotel,"Great hotel, clean and comfortable. The staff is great, very helpful and thoughtful and the breakfast was lovely. Would definitely stay here again!",5/5
130,Hanoi Rendezvous Hotel,"The hotel was up to the mark. On the very first day, we had some issues in our room, like the shower tap was not working or the room was hot etc. However, the staffs are really nice, helpful and well-behaved. They are always present to …",5/5
131,Hanoi Fantasea Hotel,We booked a superior double room on agoda. The room was completely different to the pictures and completely covered in mold. We had the room in the first floor left side. Super noisy. We would never ever stay again. Worst experience in Hanoi.,1/5
132,Hanoi Fantasea Hotel,"Paid in advance for a superior twin, meaning a room with a desk and two individual beds. On arrival the location looked much worse than pictured. We were informed that they only had a room with a single bed, and no desk. …",1/5
133,Hanoi Fantasea Hotel,"(Translated by Google) The room I booked was very damp, in fact it smelled of mold, and under the floor there was an outbreak of ants. …",1/5
134,Hanoi Fantasea Hotel,"(Translated by Google) Horrible. Dirty and very bad service
(Original) …",1/5
135,Hanoi Fantasea Hotel,Clean room. Good airconditioner. No elevator. No room services. Staff and owner are dog eaters and they can be irritated sometimes.,2/5
136,Hanoi Fantasea Hotel,"(Translated by Google) Access is possible until late.
I do not clean it for long stay …",2/5
137,Hanoi Fantasea Hotel,"(Translated by Google) Old town center, near pedestrian street. There is no lift, no parking space. …",2/5
138,Hanoi Fantasea Hotel,"(Translated by Google) A bit seedy and not very clean, cheap
(Original) …",2/5
139,Hanoi Fantasea Hotel,,2/5
140,Hanoi Fantasea Hotel,"Good location, helpfully staff, standard service. They rent motorbike and offer other kind of services. The street is noisy and the windows don't block well the noise, so don't forget your earplugs if you're sensitive to this. Hot water, towel and some toiletries included.",3/5
141,Hanoi City Backpackers Hostel,"We stayed in a single room requesting two single beds which we didn’t give et. No backpacker vibe in this hostel at all. Much better hostel, inns to stay in around Hanoi. Do your research and stay somewhere else!! Overall do yourself a …",1/5
142,Hanoi City Backpackers Hostel,"Terrible, after reading the reviews i was so excited, when we arrived we booked a double bed in a dorm for us , on the photos you see allot of light and a window or a door with a balcony we didn't had any of that we got put in a very small …",1/5
143,Hanoi City Backpackers Hostel,When we arrived the place was kind under construction and the walked us to another one of their brunch a few blocks away! They should advice this to their guests!,1/5
144,Hanoi City Backpackers Hostel,Beware of thieves in this hostel,1/5
145,Hanoi City Backpackers Hostel,"(Translated by Google) Lying and deceiving. Cheap with a reasonable breakfast. For myself I will not return there. I had booked and it was said there is enough space, also correct, but only top beds. So I had to climb up with my old body. …",1/5
146,Hanoi City Backpackers Hostel,(Translated by Google) We made two reservations since we slept one night and then two days later after an excursion we returned and slept another two nights. The last night at 3 am in the morning one of the people who slept in the room …,1/5
147,Hanoi City Backpackers Hostel,"(Translated by Google) Terrible, gives better alternatives for the same money! They black out overpriced tours! Go so differently friends! …",1/5
148,Hanoi City Backpackers Hostel,,1/5
149,Hanoi City Backpackers Hostel,,1/5
150,Hanoi City Backpackers Hostel,,2/5
151,Ha Noi Paradise Hotel & Spa,"Old facilities. The air conditioner is too old to generate the coolness. Room is small.
Bed linen and all towers are clean but also too old and not soft enough. …",1/5
152,Ha Noi Paradise Hotel & Spa,"This hotel is so dirty and the bed is really uncomfortable , i dont know why people recomended it , photos and reality is totally diffirent",1/5
153,Ha Noi Paradise Hotel & Spa,"(Translated by Google) The picture is shimmering but in reality it is terrible, the room is too small, extremely dirty.
Business snatching, unethical …",1/5
154,Ha Noi Paradise Hotel & Spa,"(Translated by Google) Grimy room: stains on the duvet, on the pillows, large yellow stain on the sheet, bed linen and yellowish gray curtains, stain on the curtains, hair on the seats, fully dilapidated bathroom: rusty sink, broken sink …",1/5
155,Ha Noi Paradise Hotel & Spa,"(Translated by Google) I'm fine
(Original)
K ổn",1/5
156,Ha Noi Paradise Hotel & Spa,,1/5
157,Ha Noi Paradise Hotel & Spa,,1/5
158,Ha Noi Paradise Hotel & Spa,,1/5
159,Ha Noi Paradise Hotel & Spa,,1/5
160,Ha Noi Paradise Hotel & Spa,,1/5
161,Golden Sun Suites Hotel Hanoi,Lovely staff. Hotel is good. All the basics you need for an overnight stay. Clean and comfortable. Good value for price 👍🏻,4/5
162,Golden Sun Suites Hotel Hanoi,The hotel has a good location. It's located in old street of Ha Noi. The staffs are really nice and helpfull. You can ask them about the place to find a good local food.,5/5
163,Golden Sun Suites Hotel Hanoi,"Very good hotel, friendly and attentive staff, ready to help and advise you 👍🏼",5/5
164,Golden Sun Suites Hotel Hanoi,"Golden Sun Palace Hotel is located in Hanoi City, near the landmarks.
The service of all staff are awesome and open minded. …",4/5
165,Golden Sun Suites Hotel Hanoi,"The services were the best when i was in Vietnam, when were checking in, the staff let us to take a rest at the sofa, and gave us welcome drink and fruits, and the staff also recommended us where to go and to eat. Every time when we come …",5/5
166,Golden Sun Suites Hotel Hanoi,"Nice, clean and comfortable hotel. Worth the money, good variety of breakfast and staffs are extremely friendly and helpful. You can make your visit or trips bookings through the hotel, which is safer and reliable as many offered outside …",5/5
167,Golden Sun Suites Hotel Hanoi,"Fantastic service. Employees were friendly and courteous, and we felt taken care of during our stay. Rooms were clean, sizeable, and well kept. We also really enjoyed the free breakfast spread in the morning. Good central location in the old quarter.",5/5
168,Golden Sun Suites Hotel Hanoi,"Tracy and Dave at reception are amazing. Very welcoming and professional. Hotel is very clean and comfortable. We stayed in the junior suites, spacious and lots of amenities. Breakfast caters for all tastes and plentiful. All staff make you …",5/5
169,Golden Sun Suites Hotel Hanoi,Perfect location! Awesome friendly staff and great breakfast. We stayed on the 4th floor and it was totally quiet with no street noise. It was within easy walking distance to all the main attractions. We will be back for sure!,5/5
170,Golden Sun Suites Hotel Hanoi,"We booked this hotel through a third party website, however they recommended for us to book directly with them via phone or email because it is cheaper. …",5/5
171,Capsules Hanoi,I think this hotel got the idea from the capsule pods in Japanese Airports. Great little place for you to stay and explore Sapa! The hosts are super nice and friendly. The showers are superb. Price is good. Recommended,5/5
172,Capsules Hanoi,"Myself and my boyfriend stayed here throughout our trip in Hanoi, for the price it's the perfect property in terms of location, comfort and privacy. Mr. Tu is so nice and friendly, he really went out of his way to accommodate us, making this hostel one of our favourites in Vietnam",5/5
173,Capsules Hanoi,"Nice place, nice people",3/5
174,Capsules Hanoi,Its like staying with vietnamese adopted parent kinda ambience. Really great experience.,4/5
175,Capsules Hanoi,"Clean, quiet emvironment and nice owner. Highly recommend it",5/5
176,Capsules Hanoi,"A real capsule.
Feels little bit congested!!",3/5
177,Capsules Hanoi,Very nice place,5/5
178,Capsules Hanoi,They are nice,5/5
179,Capsules Hanoi,"(Translated by Google) Very like this place, clean nice view! The owner is enthusiastic, will come again …",5/5
180,Capsules Hanoi,"(Translated by Google) Suitable for backpackers
(Original)
Thích hợp cho dân du lịch bụi",4/5
181,Old Quarter Hotel 1961,"(Translated by Google) I have never seen a motel as dirty as this one, the sheets have not been changed, the short hairs are still full on the bed, I even captured a bunch of curly hair. …",1/5
182,Old Quarter Hotel 1961,"(Translated by Google) Rooms are small, high price, not good service.
(Original) …",2/5
183,Old Quarter Hotel 1961,"(Translated by Google) Affordable price, very clean, new rooms, the exterior does not seem like the rooms really are, near the center …",3/5
184,Old Quarter Hotel 1961,,4/5
185,Old Quarter Hotel 1961,,4/5
186,Old Quarter Hotel 1961,Ok,5/5
187,Old Quarter Hotel 1961,,5/5
188,Old Quarter Hotel 1961,,5/5
189,Old Quarter Hotel 1961,,5/5
190,Old Quarter Hotel 1961,,5/5
191,Mayflower Hotel Hanoi,"It was an early morning flight, so I had a room to wash and prepare before I went to the airport, and it was the worst room I've ever stayed abroad.
I went there because I liked the reviews. What the hell are those good reviews? …",1/5
192,Mayflower Hotel Hanoi,"(Translated by Google) Bad service, especially motorbike rental, no responsibility …",2/5
193,Mayflower Hotel Hanoi,"(Translated by Google) Poor reception
(Original)
Lễ tân kém",2/5
194,Mayflower Hotel Hanoi,,2/5
195,Mayflower Hotel Hanoi,,2/5
196,Mayflower Hotel Hanoi,Small bathroom. Hot water runs out fast. Nice breakfast. Great staff.,3/5
197,Mayflower Hotel Hanoi,"(Translated by Google) The hotel is clean, the service is ok. There is a little dust room. The comb is not disposable. Room & door seems a bit old. Hope the hotel will refurbish in the near future. …",3/5
198,Mayflower Hotel Hanoi,,3/5
199,Mayflower Hotel Hanoi,,3/5
200,Mayflower Hotel Hanoi,,3/5
201,The Queen Hotel and Spa 2,"Nice place to stay, close to all the popular attractions. The staff are fantastic and are so friendly and helpful and go the extra mile for you to make sure you are happy. Overall great place to stay.",5/5
202,The Queen Hotel and Spa 2,"Great hotel. The room was good, everything you need is there for daily living. The stored our backpack for a week while we have done a motorbike trip. The bike we rented was alright. The breakfast was alright, they make fresh a dishes per order.",4/5
203,The Queen Hotel and Spa 2,"The most helpful, friendly and hard working staff I've ever experienced. Carried our bags up the stairs, probably would have carried us up the stairs too. Great breakfast, sparkling clean bathroom, super comfortable bed, strong wifi, lots …",5/5
204,The Queen Hotel and Spa 2,The picture I posted shows street view where the hotel is. It's good hotel if you're looking for cheap hotel in Old Quarter. There's 24 hour bar just opposite to this hotel. But noice is not a concern at all.,2/5
205,The Queen Hotel and Spa 2,"Great location, lovely staff but rooms were a little shabby with a lack of windows.",4/5
206,The Queen Hotel and Spa 2,"Hot shower, super friendly staff, and in a good location. Can't ask for much better when traveling in the Old Quarter.",4/5
207,The Queen Hotel and Spa 2,Great value for the price. Great location. Staff is very nice and kind. 100% recommended,5/5
208,The Queen Hotel and Spa 2,"Great hotel with great service, they were able to accommodate our hectic travel schedule without issue.",5/5
209,The Queen Hotel and Spa 2,"Room was big and the bed also, is an old building and staff so nice. Clean and cozy.",4/5
210,The Queen Hotel and Spa 2,"Grate place to stay, clean, excellent friendly staff, perect location, tasty breakfast
100% recommended",5/5
211,Gia Bao Palace Hotel,Just simply ok,3/5
